Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.010,S,0.010,0.010,0,0.6031908,0,944.4577,172,0,0,79.98145,107.4878,4.331711,144.494499845795,144.494499845466,0.000308344691207934,11.8246199034184,1.444945,0.000003083447,89.9999,89.9999,0.007224725,0.00000001541723
0.02,S,0.02,0.01033545,0,0.599518,0,1862.465,171.9797,0.01869878,0,79.9629,107.4878,4.334633,316.253001392169,316.253001391584,0.000608119820372022,12.6080426086241,4.607475,0.000009164645,89.9999,89.9999,0.03748683,0.0000000766577
0.03,S,0.03,0.01102021,0,0.5950865,0,2618.401,171.9187,0.02110141,0,79.94435,107.4878,4.337554,457.846902081155,457.846902080356,0.000855247787874931,14.9035459022449,9.185944,0.00001771712,89.9999,89.9999,0.1064539,0.0000002110665
0.04,S,0.04,0.01302663,0,0.5895972,0,2726.048,171.8178,0.02921258,0,79.9258,107.4878,4.340476,478.290751482675,478.290751481845,0.000890929034043081,18.2445359691864,13.96885,0.00002662641,89.9999,89.9999,0.2222279,0.0000004327842
0.05,S,0.05,0.01594687,0,0.5895256,0,2833.695,171.7006,0.04377257,0,79.90725,107.4878,4.343397,498.807796003122,498.807796002261,0.000926738033572153,22.2957335595369,18.95693,0.00003589379,89.9999,89.9999,0.3868568,0.0000007453852
0.05999999,S,0.05999999,0.01948788,0,0.5894389,0,2866.054,171.5787,0.06536033,0,79.88869,107.4878,4.346318,505.2488641537,505.248864152829,0.000937979818954222,26.7242775175084,24.00942,0.00004527359,89.9999,89.9999,0.6016886,0.000001151222
0.06999999,S,0.06999999,0.02335872,0,0.5893441,0,2866.146,171.4532,0.09388796,0,79.87015,107.4878,4.34924,505.654294222904,505.654294222033,0.000938687425342967,31.3458930507258,29.06596,0.00005466046,89.9999,89.9999,0.8670654,0.000001650892
0.07999999,S,0.07999999,0.02739833,0,0.5892454,0,2863.153,171.3274,0.1291467,0,79.85159,107.4878,4.352161,505.480350051806,505.480350050935,0.000938383838357611,36.0827031091382,34.12076,0.0000640443,89.9999,89.9999,1.182999,0.000002244416
0.08999999,S,0.08999999,0.03153864,0,0.5891443,0,2858.838,171.2017,0.1710966,0,79.83305,107.4878,4.355083,505.056255152855,505.056255151985,0.000937643650892913,40.8916680356596,39.17133,0.00007342074,89.9999,89.9999,1.549459,0.000002931741
0.09999999,S,0.09999999,0.03574203,0,0.5890419,0,2857.609,171.0762,0.2197013,0,79.81449,107.4878,4.358004,505.210163786396,505.210163785525,0.000937912274549776,45.7542063845812,44.22343,0.00008279987,89.9999,89.9999,1.966433,0.000003712844
0.11,S,0.11,0.03999227,0,0.5889383,0,2857.703,170.9508,0.2750069,0,79.79594,107.4878,4.360925,505.611556541841,505.61155654097,0.000938612834217244,50.6577627204603,49.27954,0.000092186,89.9999,89.9999,2.433948,0.000004587774
0.12,S,0.12,0.04427838,0,0.588834,0,2828.484,170.8255,0.3370472,0,79.77739,107.4878,4.363847,500.4913793925,500.491379391637,0.000929676441710286,55.538613515731,54.28445,0.0001014828,89.9999,89.9999,2.951768,0.000005556118
0.13,S,0.13,0.04854466,0,0.5887303,0,2786.703,170.7005,0.4050471,0,79.75884,107.4878,4.366768,492.993286285097,492.993286284245,0.000916589797210721,60.3662082077021,59.21438,0.0001106487,89.9999,89.9999,3.519262,0.000006616775
0.14,S,0.14,0.05276442,0,0.5886279,0,2774.235,170.5774,0.4784322,0,79.74029,107.4878,4.369689,491.00703133161,491.007031330761,0.000913123131715739,65.1895819646305,64.12445,0.0001197799,89.9999,89.9999,4.135956,0.000007768918
0.15,S,0.15,0.05698051,0,0.5885258,0,2774.331,170.4556,0.5578353,0,79.72174,107.4878,4.372611,491.383849810708,491.383849809858,0.000913780804802419,70.0287241746531,69.03829,0.0001289177,89.9999,89.9999,4.80177,0.000009012406
0.16,S,0.16,0.06121041,0,0.5884234,0,2749.743,170.334,0.6436027,0,79.70319,107.4878,4.375532,487.097246666381,487.097246665538,0.000906299271793559,74.83525673025,73.90926,0.0001379807,89.9999,89.9999,5.516508,0.0000103469
0.17,S,0.17,0.06541184,0,0.5883216,0,2714.576,170.2127,0.7348419,0,79.68464,107.4878,4.378454,480.802679987423,480.802679986589,0.000895313180711206,79.5873664046533,78.71729,0.0001469338,89.9999,89.9999,6.279641,0.00001177147
