0.3, 0, 0, 27.86737, 12.21776, 0, 960.5256, -1195.088, -3.194287, 0.02042972, 0.1612821, 42.87784, 2.730057, 2.017766, 82.09122
 
0.31, -0.1432004, 0, 28.24401, 12.0853, 0.78936043862211409984050, 1023.243, -1195.576, -3.194287, 0.02042972, 0.1612821, 44.25647, 2.730057, 2.017295, 82.1329
 
0.32, -0.1469268, -0.001432004, 28.72021, 12.05233, 0.7642435804984226203474251966, 1087.901, -1196.065, -3.194287, 0.02042972, 0.1612821, 45.63428, 2.730057, 2.016824, 82.17458
 
0.33, -0.150585, -0.002901272, 29.2211, 12.04403, 0.74051010030737872464948, 1154.493, -1196.553, -3.194287, 0.02042972, 0.1612821, 47.01125, 2.730057, 2.016352, 82.21626
 
0.3399999, -0.1541814, -0.004407122, 29.72764, 12.04067, 0.71802664105895682178314, 1223.108, -1197.042, -3.194287, 0.02042972, 0.1612821, 48.38918, 2.730057, 2.015881, 82.25793
 
0.3499999, -0.1577044, -0.005948936, 30.24648, 12.04885, 0.6966484097632810353724851966, 1293.759, -1197.531, -3.194287, 0.02042972, 0.1612821, 49.76828, 2.730057, 2.01541, 82.29961
 
0.3599999, -0.1611055, -0.00752598, 30.73797, 12.03143, 0.6762698360746036094173148034, 1366.079, -1198.021, -3.194287, 0.02042972, 0.1612821, 51.14159, 2.730057, 2.014939, 82.34129
 
0.3699999, -0.1643995, -0.009137034, 31.18853, 11.97516, 0.65688969133177762879212, 1439.999, -1198.51, -3.194287, 0.02042972, 0.1612821, 52.50832, 2.730057, 2.014468, 82.38297
 
0.3799999, -0.1676204, -0.01078103, 31.66675, 11.9461, 0.63842310340366553131284, 1515.878, -1199.001, -3.194287, 0.02042972, 0.1612821, 53.87535, 2.730057, 2.013996, 82.42465
 
0.3899999, -0.17074, -0.01245723, 32.18204, 11.95338, 0.6207023127882897186979748034, 1593.761, -1199.491, -3.194287, 0.02042972, 0.1612821, 55.24345, 2.730057, 2.013525, 82.46633
 
0.3999999, -0.1737265, -0.01416463, 32.67898, 11.94329, 0.60365388335435913368004, 1673.377, -1199.982, -3.194287, 0.02042972, 0.1612821, 56.60797, 2.730057, 2.013054, 82.508
 
0.4099999, -0.1765874, -0.0159019, 33.15071, 11.90916, 0.5872688364243059796102, 1754.679, -1200.473, -3.194287, 0.02042972, 0.1612821, 57.96841, 2.730057, 2.012583, 82.54968
 
0.4199999, -0.1793384, -0.01766777, 33.6395, 11.89156, 0.5714916932219814083863251966, 1837.934, -1200.965, -3.194287, 0.02042972, 0.1612821, 59.32935, 2.730057, 2.012112, 82.59136
 
0.4299999, -0.1819564, -0.01946116, 34.15465, 11.89963, 0.55622491695525254753436, 1923.175, -1201.456, -3.194287, 0.02042972, 0.1612821, 60.6913, 2.730057, 2.011641, 82.63304
 
0.4399998, -0.1844127, -0.02128072, 34.65055, 11.88945, 0.54141926666607130607418, 2010.106, -1201.949, -3.194287, 0.02042972, 0.1612821, 62.04962, 2.730057, 2.011169, 82.67472
 
0.4499998, -0.1867136, -0.02312485, 35.12115, 11.85518, 0.5270754039412060463652051966, 2098.674, -1202.441, -3.194287, 0.02042972, 0.1612821, 63.40377, 2.730057, 2.010698, 82.71639
 
0.4599998, -0.1888707, -0.02499199, 35.60881, 11.83748, 0.5131576030951670912466651966, 2189.173, -1202.934, -3.194287, 0.02042972, 0.1612821, 64.75837, 2.730057, 2.010227, 82.75807
 
0.4699998, -0.190859, -0.02688069, 36.12204, 11.84467, 0.4995907267735466276319051966, 2281.642, -1203.427, -3.194287, 0.02042972, 0.1612821, 66.11395, 2.730057, 2.009756, 82.79975
 
0.4799998, -0.1926699, -0.02878928, 36.63223, 11.84855, 0.4863412230759491358646251966, 2376.004, -1203.92, -3.194287, 0.02042972, 0.1612821, 67.46939, 2.730057, 2.009285, 82.84143
 
0.4899998, -0.1942983, -0.03071598, 37.13598, 11.84577, 0.47338971696130209197148, 2472.252, -1204.414, -3.194287, 0.02042972, 0.1612821, 68.82458, 2.730057, 2.008814, 82.88311
 
0.4999998, -0.1957328, -0.03265896, 37.64077, 11.84381, 0.46071144618198775739484, 2570.38, -1204.908, -3.194287, 0.02042972, 0.1612821, 70.17951, 2.730057, 2.008342, 82.92478
 
0.5099998, -0.1969644, -0.03461629, 38.14492, 11.84101, 0.44828183751518218962306, 2670.388, -1205.402, -3.194287, 0.02042972, 0.1612821, 71.53416, 2.730057, 2.007871, 82.96646
 
0.5199998, -0.1979836, -0.03658593, 38.65012, 11.83903, 0.43608019274627519484, 2772.272, -1205.897, -3.194287, 0.02042972, 0.1612821, 72.88852, 2.730057, 2.0074, 83.00814
 
0.5299998, -0.1987807, -0.03856577, 39.15467, 11.83621, 0.42408515207388821687010, 2876.03, -1206.392, -3.194287, 0.02042972, 0.1612821, 74.2426, 2.730057, 2.006929, 83.04982
 
0.5399998, -0.1993452, -0.04055358, 39.66026, 11.83421, 0.41227800204371614897548, 2981.66, -1206.888, -3.194287, 0.02042972, 0.1612821, 75.59639, 2.730057, 2.006458, 83.0915
 
0.5499998, -0.1996689, -0.04254703, 40.16517, 11.83137, 0.40064333713529569621536, 3089.158, -1207.383, -3.194287, 0.02042972, 0.1612821, 76.94987, 2.730057, 2.005987, 83.13317
 
0.5599998, -0.1997364, -0.04454372, 40.66911, 11.82768, 0.38916414511744039791894, 3198.449, -1207.879, -3.194287, 0.02042972, 0.1612821, 78.30213, 2.730057, 2.005516, 83.17485
 
0.5699998, -0.1995412, -0.04654108, 41.15903, 11.81061, 0.37783144731257962206552, 3309.416, -1208.375, -3.194287, 0.02042972, 0.1612821, 79.65185, 2.730057, 2.005044, 83.21653
 
0.5799997, -0.1990725, -0.04853649, 41.64408, 11.78932, 0.3666370211423075244548348034, 3422.043, -1208.872, -3.194287, 0.02042972, 0.1612821, 80.99899, 2.730057, 2.004573, 83.25821
 
0.5899997, -0.1983274, -0.05052722, 42.13162, 11.77051, 0.3555684854828142906841148034, 3536.473, -1209.369, -3.194287, 0.02042972, 0.1612821, 82.34534, 2.730057, 2.004102, 83.29989
 
0.5999997, -0.1972877, -0.05251049, 42.64946, 11.78099, 0.3446057091938635540835348034, 3652.94, -1209.866, -3.194287, 0.02042972, 0.1612821, 83.69361, 2.730057, 2.003631, 83.34156
 
0.6099997, -0.19595, -0.05448337, 43.17334, 11.79651, 0.33372808857323965605006, 3771.45, -1210.364, -3.194287, 0.02042972, 0.1612821, 85.0438, 2.730057, 2.00316, 83.38324
 
0.6199997, -0.1943047, -0.05644286, 43.69538, 11.80952, 0.32292796811691057952974, 3891.927, -1210.862, -3.194287, 0.02042972, 0.1612821, 86.395, 2.730057, 2.002689, 83.42492
 
0.6299997, -0.1923474, -0.05838591, 44.21216, 11.81667, 0.3122028905025919455111051966, 4014.361, -1211.36, -3.194287, 0.02042972, 0.1612821, 87.74706, 2.730057, 2.002217, 83.4666
 
0.6399997, -0.1900571, -0.06030939, 44.7165, 11.81206, 0.30154633437499844610888, 4138.429, -1211.859, -3.194287, 0.02042972, 0.1612821, 89.09647, 2.730057, 2.001746, 83.50828
 
0.6499997, -0.1874394, -0.06220996, 45.19983, 11.78728, 0.2909634979158777193655451966, 4264.081, -1212.358, -3.194287, 0.02042972, 0.1612821, 90.44282, 2.730057, 2.001275, 83.54995
 
0.6599997, -0.1844806, -0.06408435, 45.69618, 11.77507, 0.2804500335550423953961148034, 4391.639, -1212.857, -3.194287, 0.02042972, 0.1612821, 91.78963, 2.730057, 2.000804, 83.59163
 
0.6699997, -0.1811586, -0.06592916, 46.21331, 11.78303, 0.2699894016232786895953148034, 4521.143, -1213.356, -3.194287, 0.02042972, 0.1612821, 93.13728, 2.730057, 2.000333, 83.63331
 
0.6799996, -0.1774805, -0.06774075, 46.73567, 11.7952, 0.2595762149140442227507251966, 4652.71, -1213.856, -3.194287, 0.02042972, 0.1612821, 94.48698, 2.730057, 1.999861, 83.67499
 
0.6899996, -0.1734366, -0.06951555, 47.26419, 11.81244, 0.2492056532951732781681051966, 4786.362, -1214.356, -3.194287, 0.02042972, 0.1612821, 95.83884, 2.730057, 1.99939, 83.71667
 
0.6999996, -0.1690208, -0.07124992, 47.79084, 11.82716, 0.2388754484691724375101051966, 4921.989, -1214.857, -3.194287, 0.02042972, 0.1612821, 97.19169, 2.730057, 1.998919, 83.75834
 
0.7099996, -0.164232, -0.07294013, 48.31134, 11.83515, 0.2285867345847884099454, 5059.575, -1215.358, -3.194287, 0.02042972, 0.1612821, 98.54536, 2.730057, 1.998448, 83.80002
 
0.7199996, -0.1590603, -0.07458244, 48.83158, 11.84229, 0.21833922810483286421490, 5199.125, -1215.859, -3.194287, 0.02042972, 0.1612821, 99.89987, 2.730057, 1.997977, 83.8417
 
0.7299996, -0.153501, -0.07617304, 49.35243, 11.84944, 0.20813340159128414712786, 5340.643, -1216.36, -3.194287, 0.02042972, 0.1612821, 101.2552, 2.730057, 1.997506, 83.88338
 
0.7399996, -0.1475474, -0.07770806, 49.87553, 11.85827, 0.19796906601935129801016, 5484.126, -1216.862, -3.194287, 0.02042972, 0.1612821, 102.6114, 2.730057, 1.997035, 83.92506
 
0.7499996, -0.1411994, -0.07918353, 50.39669, 11.86458, 0.1878460323642424110637251966, 5629.582, -1217.364, -3.194287, 0.02042972, 0.1612821, 103.9684, 2.730057, 1.996563, 83.96673
 
0.7599996, -0.1344508, -0.08059553, 50.91727, 11.87004, 0.17776656892345184974986, 5776.918, -1217.867, -3.194287, 0.02042972, 0.1612821, 105.3254, 2.730057, 1.996092, 84.00841
 
0.7699996, -0.1273072, -0.08194004, 51.43216, 11.86958, 0.16773464521758695285322, 5926.121, -1218.37, -3.194287, 0.02042972, 0.1612821, 106.6823, 2.730057, 1.995621, 84.05009
 
0.7799996, -0.1197616, -0.08321311, 51.94725, 11.86911, 0.15775148990778990987954, 6077.19, -1218.872, -3.194287, 0.02042972, 0.1612821, 108.0391, 2.730057, 1.99515, 84.09177
 
0.7899995, -0.1118134, -0.08441073, 52.46342, 11.86948, 0.14781956031634320959238, 6230.122, -1219.376, -3.194287, 0.02042972, 0.1612821, 109.3958, 2.730057, 1.994679, 84.13345
 
0.7999995, -0.1034656, -0.08552886, 52.97979, 11.86985, 0.1379427314514615458112, 6384.914, -1219.88, -3.194287, 0.02042972, 0.1612821, 110.7523, 2.730057, 1.994208, 84.17513
 
0.8099995, -0.09472204, -0.08656351, 53.49553, 11.86936, 0.1281247838089641320184, 6541.566, -1220.384, -3.194287, 0.02042972, 0.1612821, 112.1087, 2.730057, 1.993736, 84.2168
 
0.8199995, -0.08558547, -0.08751073, 54.01147, 11.86886, 0.11836968690946114237050, 6700.075, -1220.888, -3.194287, 0.02042972, 0.1612821, 113.4649, 2.730057, 1.993265, 84.25848
 
0.8299995, -0.0760593, -0.08836659, 54.52845, 11.86921, 0.10868131576116727068696, 6860.434, -1221.393, -3.194287, 0.02042972, 0.1612821, 114.821, 2.730057, 1.992794, 84.30016
 
0.8399995, -0.06615099, -0.08912718, 55.04661, 11.8704, 0.09906515208302037651726, 7022.692, -1221.898, -3.194287, 0.02042972, 0.1612821, 116.1774, 2.730057, 1.992323, 84.34184
 
0.8499995, -0.05586597, -0.08978869, 55.56958, 11.87584, 0.089527102899737980927650, 7186.915, -1222.403, -3.194287, 0.02042972, 0.1612821, 117.5345, 2.730057, 1.991852, 84.38351
 
0.8599995, -0.0452143, -0.09034735, 56.09478, 11.88298, 0.080072196270759637849722, 7353.103, -1222.909, -3.194287, 0.02042972, 0.1612821, 118.8924, 2.730057, 1.99138, 84.42519
 
0.8699995, -0.03420489, -0.0907995, 56.62333, 11.89267, 0.070705998976179139136310, 7521.34, -1223.415, -3.194287, 0.02042972, 0.1612821, 120.2517, 2.730057, 1.990909, 84.46687
 
0.8799995, -0.02284656, -0.09114154, 57.15877, 11.90834, 0.061435968043999883381448, 7691.681, -1223.921, -3.194287, 0.02042972, 0.1612821, 121.6129, 2.730057, 1.990438, 84.50854
 
0.8899994, -0.01115672, -0.09137001, 57.69597, 11.92487, 0.0522688422080197131299094803, 7864.12, -1224.428, -3.194287, 0.02042972, 0.1612821, 122.9757, 2.730057, 1.989967, 84.55022
 
0.8999994, 0.0008429311, -0.09148157, 58.22774, 11.93544, 0.043212588863177337258666, 8038.535, -1224.935, -3.194287, 0.02042972, 0.1612821, 124.3394, 2.730057, 1.989496, 84.5919
 
0.9099994, 0.01314049, -0.09147315, 58.75744, 11.94346, 0.0342745610738415040405674803, 8214.915, -1225.442, -3.194287, 0.02042972, 0.1612821, 125.7036, 2.730057, 1.989025, 84.63358
 
0.9199994, 0.02571235, -0.09134174, 59.28035, 11.94464, 0.0254636619076661776894794803, 8393.104, -1225.95, -3.194287, 0.02042972, 0.1612821, 127.0673, 2.730057, 1.988554, 84.67525
 
0.9299994, 0.03854137, -0.09108461, 59.79905, 11.94156, 0.016787981625704475057738, 8573.107, -1226.458, -3.194287, 0.02042972, 0.1612821, 128.4306, 2.730057, 1.988082, 84.71693
 
0.9399994, 0.05161556, -0.0906992, 60.32338, 11.94359, 0.0082563637528016708575986520, 8755.089, -1226.966, -3.194287, 0.02042972, 0.1612821, 129.7946, 2.730057, 1.987611, 84.75861
 
0.9499994, 0.06491396, -0.09018305, 60.85513, 11.95246, -0.00012251150361659595335088, 8939.065, -1227.474, -3.194287, 0.02042972, 0.1612821, 131.1594, 2.730057, 1.98714, 84.80029
 
0.9599994, 0.07840984, -0.08953391, 61.39218, 11.96561, -0.0083396499659468629328514, 9125.209, -1227.983, -3.194287, 0.02042972, 0.1612821, 132.5264, 2.730057, 1.986669, 84.84196
 
0.9699994, 0.09207962, -0.08874981, 61.93619, 11.98478, -0.016386152725080274013442, 9313.503, -1228.493, -3.194287, 0.02042972, 0.1612821, 133.8953, 2.730057, 1.986197, 84.88364
 
