 Time (s),Altitude (ft),Vertical velocity (ft/s),Total velocity (ft/s),Mass (lb),Mach number (?)
4.5718,1910.1,400.75,400.95,30.24,0.36172
4.6218,1930,397.47,397.67,30.24,0.35878
4.6718,1949.8,394.22,394.42,30.24,0.35587
4.7218,1969.4,391,391.2,30.24,0.353
4.7718,1988.9,387.81,388,30.24,0.35013
4.8218,2008.2,384.64,384.84,30.24,0.3473
4.8718,2027.4,381.5,381.7,30.24,0.34451
4.9218,2046.4,378.39,378.58,30.24,0.34173
4.9718,2065.2,375.31,375.5,30.24,0.33897
5.0218,2083.9,372.25,372.44,30.24,0.33623
5.0718,2102.4,369.21,369.41,30.24,0.33352
5.1218,2120.8,366.21,366.4,30.24,0.33084
5.1243,2121.7,366.06,366.25,30.24,0.3307
5.1281,2123.1,365.83,366.02,30.24,0.3305
5.1337,2125.2,365.5,365.69,30.24,0.3302
5.1421,2128.2,364.99,365.18,30.24,0.32975
5.1548,2132.9,364.24,364.43,30.24,0.32907
5.1738,2139.8,363.11,363.3,30.24,0.32805
5.2022,2150.1,361.42,361.61,30.24,0.32653
5.245,2165.5,358.9,359.09,30.24,0.32428
5.295,2183.3,355.97,356.16,30.24,0.32166
5.345,2201.1,353.07,353.26,30.24,0.31906
5.395,2218.6,350.19,350.38,30.24,0.31647
5.445,2236.1,347.33,347.52,30.24,0.31394
5.495,2253.4,344.5,344.68,30.24,0.3114
5.545,2270.5,341.68,341.87,30.24,0.30888
5.595,2287.5,338.89,339.07,30.24,0.30636
5.645,2304.4,336.12,336.3,30.24,0.30388
5.695,2321.2,333.36,333.54,30.24,0.30143
5.745,2337.8,330.63,330.81,30.24,0.29898
5.795,2354.2,327.91,328.09,30.24,0.29654
5.845,2370.5,325.22,325.4,30.24,0.29413
5.895,2386.7,322.54,322.72,30.24,0.29174
5.945,2402.8,319.89,320.07,30.24,0.28936
5.995,2418.7,317.25,317.43,30.24,0.28702
6.045,2434.5,314.63,314.81,30.24,0.28465
6.095,2450.2,312.03,312.21,30.24,0.28231
6.145,2465.7,309.44,309.62,30.24,0.28
6.195,2481.1,306.87,307.05,30.24,0.27769
6.245,2496.4,304.32,304.5,30.24,0.2754
6.295,2511.6,301.79,301.96,30.24,0.27315
6.345,2526.6,299.27,299.44,30.24,0.27089
6.395,2541.5,296.77,296.94,30.24,0.26865
6.445,2556.3,294.28,294.45,30.24,0.26641
6.495,2570.9,291.81,291.98,30.24,0.26419
6.545,2585.5,289.35,289.53,30.24,0.26199
6.595,2599.9,286.91,287.08,30.24,0.25981
6.645,2614.1,284.49,284.66,30.24,0.25764
6.695,2628.3,282.07,282.25,30.24,0.25549
6.745,2642.4,279.68,279.85,30.24,0.25334
6.795,2656.3,277.29,277.46,30.24,0.25119
6.845,2670.1,274.92,275.09,30.24,0.24908
6.895,2683.8,272.57,272.74,30.24,0.24697
6.945,2697.3,270.22,270.39,30.24,0.24486
6.995,2710.8,267.89,268.06,30.24,0.24276
7.045,2724.1,265.58,265.75,30.24,0.24072
7.095,2737.4,263.27,263.44,30.24,0.23866
7.145,2750.5,260.98,261.15,30.24,0.23657
7.195,2763.5,258.71,258.87,30.24,0.23452
7.245,2776.3,256.44,256.61,30.24,0.23251
7.295,2789.1,254.18,254.35,30.24,0.23046
7.345,2801.7,251.94,252.11,30.24,0.22842
7.395,2814.3,249.71,249.88,30.24,0.22638
7.445,2826.7,247.49,247.66,30.24,0.2244
7.495,2839,245.28,245.45,30.24,0.22242
7.545,2851.2,243.08,243.25,30.24,0.22045
7.595,2863.3,240.9,241.06,30.24,0.21847
7.645,2875.3,238.72,238.89,30.24,0.21648
7.695,2887.2,236.56,236.73,30.24,0.21452
7.745,2899,234.41,234.57,30.24,0.21255
7.795,2910.7,232.26,232.43,30.24,0.21062
7.845,2922.2,230.13,230.3,30.24,0.20869
7.895,2933.7,228.01,228.17,30.24,0.20679
7.945,2945,225.89,226.06,30.24,0.2049
7.995,2956.3,223.79,223.96,30.24,0.20299
8.045,2967.4,221.69,221.86,30.24,0.2011
8.095,2978.4,219.61,219.78,30.24,0.19924
8.145,2989.4,217.53,217.7,30.24,0.1974
8.195,3000.2,215.47,215.64,30.24,0.19552
8.245,3010.9,213.41,213.58,30.24,0.19368
8.295,3021.5,211.36,211.53,30.24,0.19182
8.345,3032,209.32,209.49,30.24,0.19001
8.395,3042.5,207.29,207.46,30.24,0.18817
8.445,3052.8,205.27,205.44,30.24,0.1863
8.495,3063,203.25,203.42,30.24,0.18448
8.545,3073.1,201.24,201.42,30.24,0.1827
8.595,3083.1,199.25,199.42,30.24,0.1809
8.645,3093,197.26,197.43,30.24,0.17909
8.695,3102.8,195.27,195.45,30.24,0.17727
8.745,3112.6,193.3,193.47,30.24,0.17549
8.795,3122.2,191.33,191.51,30.24,0.17374
8.845,3131.7,189.37,189.55,30.24,0.17199
8.895,3141.1,187.42,187.6,30.24,0.17024
8.945,3150.4,185.48,185.65,30.24,0.16852
8.995,3159.7,183.54,183.72,30.24,0.16676
9.045,3168.8,181.61,181.79,30.24,0.16504
9.095,3177.8,179.69,179.86,30.24,0.16329
9.145,3186.8,177.77,177.95,30.24,0.16152
9.195,3195.6,175.86,176.04,30.24,0.15979
9.245,3204.3,173.96,174.13,30.24,0.15807
9.295,3213,172.06,172.24,30.24,0.15637
9.345,3221.5,170.17,170.35,30.24,0.15465
9.395,3230,168.28,168.46,30.24,0.15295
9.445,3238.4,166.4,166.58,30.24,0.15127
9.495,3246.6,164.53,164.71,30.24,0.14956
9.545,3254.8,162.66,162.85,30.24,0.14791
9.595,3262.9,160.8,160.99,30.24,0.14624
9.645,3270.9,158.95,159.14,30.24,0.14456
9.695,3278.8,157.1,157.29,30.24,0.14285
9.745,3286.6,155.26,155.45,30.24,0.14119
9.795,3294.3,153.42,153.62,30.24,0.13954
9.845,3302,151.59,151.79,30.24,0.13794
9.895,3309.5,149.77,149.96,30.24,0.13628
9.945,3316.9,147.95,148.14,30.24,0.13474
9.995,3324.3,146.14,146.33,30.24,0.13308
10.045,3331.5,144.33,144.52,30.24,0.13146
10.095,3338.7,142.52,142.72,30.24,0.1298
10.145,3345.8,140.72,140.92,30.24,0.12814
10.195,3352.8,138.93,139.12,30.24,0.12652
10.245,3359.7,137.14,137.33,30.24,0.12494
10.295,3366.5,135.35,135.55,30.24,0.12332
10.345,3373.2,133.57,133.77,30.24,0.12173
10.395,3379.9,131.79,131.99,30.24,0.12015
10.445,3386.4,130.01,130.22,30.24,0.11861
10.495,3392.9,128.25,128.46,30.24,0.11704
10.545,3399.2,126.48,126.69,30.24,0.11544
10.595,3405.5,124.72,124.94,30.24,0.11384
10.645,3411.7,122.97,123.18,30.24,0.1123
10.695,3417.8,121.22,121.44,30.24,0.11067
10.745,3423.8,119.47,119.69,30.24,0.10913
10.795,3429.8,117.73,117.95,30.24,0.1075
10.845,3435.6,115.99,116.22,30.24,0.10591
10.895,3441.4,114.26,114.48,30.24,0.10439
10.945,3447,112.53,112.76,30.24,0.10275
10.995,3452.6,110.8,111.03,30.24,0.10122
11.045,3458.1,109.08,109.31,30.24,0.099673
11.095,3463.5,107.36,107.59,30.24,0.098187
11.145,3468.8,105.64,105.88,30.24,0.096626
11.195,3474.1,103.93,104.17,30.24,0.095095
11.245,3479.2,102.22,102.47,30.24,0.09354
11.295,3484.3,100.52,100.76,30.24,0.091966
11.345,3489.3,98.814,99.064,30.24,0.090403
11.395,3494.2,97.115,97.369,30.24,0.088858
11.445,3499,95.42,95.676,30.24,0.08741
11.495,3503.7,93.728,93.987,30.24,0.085966
11.545,3508.4,92.039,92.301,30.24,0.084508
11.595,3512.9,90.353,90.618,30.24,0.083055
11.645,3517.4,88.67,88.938,30.24,0.081443
11.695,3521.8,86.99,87.261,30.24,0.079875
11.745,3526.1,85.311,85.587,30.24,0.078333
11.795,3530.3,83.636,83.916,30.24,0.07683
11.845,3534.5,81.962,82.247,30.24,0.075399
11.895,3538.5,80.292,80.581,30.24,0.07393
11.945,3542.5,78.625,78.919,30.24,0.072484
11.995,3546.4,76.96,77.258,30.24,0.071003
12.045,3550.2,75.297,75.601,30.24,0.069483
12.095,3553.9,73.636,73.946,30.24,0.067988
12.145,3557.6,71.978,72.293,30.24,0.066493
12.195,3561.1,70.322,70.644,30.24,0.065073
12.245,3564.6,68.668,68.996,30.24,0.063566
12.295,3568,67.016,67.352,30.24,0.062132
12.345,3571.3,65.367,65.709,30.24,0.060746
12.395,3574.5,63.72,64.069,30.24,0.059264
12.445,3577.7,62.075,62.432,30.24,0.057889
12.495,3580.7,60.432,60.797,30.24,0.056371
12.545,3583.7,58.79,59.164,30.24,0.054772
12.595,3586.6,57.15,57.534,30.24,0.053268
12.645,3589.4,55.512,55.906,30.24,0.051704
12.695,3592.2,53.875,54.28,30.24,0.050269
12.745,3594.8,52.24,52.657,30.24,0.048893
12.795,3597.4,50.607,51.036,30.24,0.047407
12.845,3599.9,48.975,49.417,30.24,0.045982
12.895,3602.3,47.346,47.801,30.24,0.044609
12.945,3604.6,45.718,46.188,30.24,0.043196
12.995,3606.8,44.091,44.577,30.24,0.04184
13.045,3609,42.467,42.969,30.24,0.040565
13.095,3611.1,40.844,41.363,30.24,0.039124
13.145,3613.1,39.222,39.76,30.24,0.037919
13.195,3615,37.602,38.16,30.24,0.0365
13.245,3616.9,35.984,36.562,30.24,0.035098
13.295,3618.6,34.366,34.968,30.24,0.033783
13.345,3620.3,32.75,33.377,30.24,0.032268
13.395,3621.9,31.135,31.79,30.24,0.031066
13.445,3623.4,29.521,30.207,30.24,0.029782
13.495,3624.8,27.908,28.628,30.24,0.028565
13.545,3626.2,26.297,27.054,30.24,0.027258
13.595,3627.5,24.686,25.485,30.24,0.025934
13.645,3628.7,23.077,23.924,30.24,0.024505
13.695,3629.8,21.468,22.37,30.24,0.023247
13.745,3630.8,19.86,20.825,30.24,0.022039
13.795,3631.8,18.254,19.291,30.24,0.020722
13.845,3632.6,16.648,17.771,30.24,0.019475
13.895,3633.4,15.044,16.269,30.24,0.018211
13.945,3634.1,13.44,14.789,30.24,0.017181
13.995,3634.8,11.837,13.339,30.24,0.016079
14.045,3635.3,10.235,11.928,30.24,0.015166
14.095,3635.8,8.6352,10.573,30.24,0.014614
14.145,3636.2,7.0368,9.2952,30.24,0.014052
14.195,3636.5,5.4394,8.1328,30.24,0.012827
14.245,3636.7,3.8353,7.1506,30.24,0.012448
14.295,3636.9,2.2304,6.4263,30.24,0.012459
14.345,3637,0.6259,6.0511,30.24,0.012205
14.395,3636.9,-0.97813,6.0893,30.24,0.012509
14.445,3636.9,-2.5815,6.5329,30.24,0.012803
14.495,3636.7,-4.1843,7.3078,30.24,0.013307
14.545,3636.4,-5.7866,8.3217,30.24,0.013425
14.595,3636.1,-7.3882,9.4981,30.24,0.014183
14.645,3635.7,-8.9888,10.783,30.24,0.014924
14.695,3635.2,-10.588,12.141,30.24,0.015449
14.745,3634.6,-12.187,13.551,30.24,0.016306
14.795,3634,-13.784,14.996,30.24,0.017366
14.845,3633.3,-15.379,16.466,30.24,0.01832
14.895,3632.5,-16.972,17.955,30.24,0.019261
14.945,3631.6,-18.562,19.457,30.24,0.020449
14.995,3630.6,-20.149,20.967,30.24,0.021658
15.045,3629.6,-21.733,22.483,30.24,0.02284
15.095,3628.4,-23.312,24.004,30.24,0.023906
15.145,3627.2,-24.887,25.525,30.24,0.025222
15.195,3625.9,-26.457,27.046,30.24,0.026499
15.245,3624.6,-28.019,28.564,30.24,0.027978
15.295,3623.1,-29.572,30.075,30.24,0.029365
15.345,3621.6,-31.115,31.579,30.24,0.030927
15.395,3620,-32.647,33.073,30.24,0.032107
15.445,3618.4,-34.169,34.56,30.24,0.033244
15.495,3616.6,-35.681,36.037,30.24,0.03437
15.545,3614.8,-37.179,37.504,30.24,0.035646
15.595,3612.9,-38.661,38.954,30.24,0.036943
15.645,3610.9,-40.125,40.388,30.24,0.038086
15.695,3608.9,-41.571,41.805,30.24,0.039286
15.745,3606.8,-42.995,43.202,30.24,0.040389
15.795,3604.6,-44.399,44.579,30.24,0.041487
15.845,3602.3,-45.777,45.933,30.24,0.04261
15.895,3600,-47.126,47.259,30.24,0.043722
15.945,3597.6,-48.444,48.554,30.24,0.044812
15.995,3595.2,-49.726,49.814,30.24,0.045911
16.045,3592.6,-50.966,51.035,30.24,0.04698
16.095,3590.1,-52.163,52.215,30.24,0.047951
16.145,3587.4,-53.316,53.353,30.24,0.04887
16.195,3584.7,-54.419,54.443,30.24,0.049856
16.245,3582,-55.469,55.483,30.24,0.050755
16.295,3579.2,-56.48,56.486,30.24,0.05158
16.345,3576.3,-57.448,57.45,30.24,0.052439
16.395,3573.4,-58.37,58.37,30.24,0.053213
16.445,3570.5,-59.249,59.25,30.24,0.05396
16.495,3567.5,-60.082,60.086,30.24,0.0547
16.545,3564.5,-60.866,60.874,30.24,0.055395
16.595,3561.4,-61.602,61.618,30.24,0.056032
16.645,3558.3,-62.296,62.319,30.24,0.056606
16.695,3555.2,-62.95,62.981,30.24,0.057165
16.745,3552,-63.562,63.602,30.24,0.057703
16.795,3548.8,-64.133,64.182,30.24,0.058221
16.845,3545.6,-64.666,64.723,30.24,0.058699
16.895,3542.4,-65.165,65.229,30.24,0.059151
16.945,3539.1,-65.634,65.703,30.24,0.059574
16.995,3535.8,-66.079,66.152,30.24,0.059994
17.045,3532.5,-66.505,66.579,30.24,0.060373
17.095,3529.2,-66.918,66.992,30.24,0.060746
17.145,3525.8,-67.325,67.395,30.24,0.061143
17.195,3522.4,-67.733,67.798,30.24,0.061535
17.245,3519,-68.148,68.205,30.24,0.061916
17.295,3515.6,-68.574,68.623,30.24,0.062293
17.345,3512.2,-69.016,69.056,30.24,0.062698
17.395,3508.7,-69.48,69.511,30.24,0.063123
17.445,3505.2,-69.972,69.993,30.24,0.063582
17.495,3501.7,-70.497,70.509,30.24,0.064072
17.545,3498.2,-71.059,71.065,30.24,0.064615
17.595,3494.6,-71.664,71.666,30.24,0.065203
17.645,3491,-72.314,72.314,30.24,0.065807
17.695,3487.4,-73.009,73.01,30.24,0.066464
17.745,3483.7,-73.751,73.757,30.24,0.06715
17.795,3480,-74.543,74.558,30.24,0.067927
17.845,3476.3,-75.388,75.415,30.24,0.068754
17.895,3472.5,-76.287,76.329,30.24,0.069638
17.945,3468.6,-77.239,77.299,30.24,0.070579
17.995,3464.7,-78.244,78.324,30.24,0.071586
18.045,3460.8,-79.297,79.399,30.24,0.072569
18.095,3456.8,-80.395,80.521,30.24,0.07364
18.145,3452.8,-81.539,81.689,30.24,0.074778
18.195,3448.7,-82.725,82.9,30.24,0.075916
18.245,3444.5,-83.948,84.147,30.24,0.077058
18.295,3440.3,-85.206,85.429,30.24,0.078224
18.345,3436,-86.495,86.741,30.24,0.07943
18.395,3431.6,-87.817,88.085,30.24,0.080653
18.445,3427.2,-89.176,89.462,30.24,0.081888
18.495,3422.7,-90.567,90.868,30.24,0.083178
18.545,3418.1,-91.988,92.3,30.24,0.08452
18.595,3413.5,-93.434,93.754,30.24,0.085838
18.645,3408.8,-94.899,95.224,30.24,0.08717
18.695,3404,-96.379,96.707,30.24,0.088521
18.745,3399.1,-97.871,98.199,30.24,0.089891
18.795,3394.2,-99.371,99.697,30.24,0.091218
18.845,3389.2,-100.87,101.2,30.24,0.092524
18.895,3384.1,-102.38,102.7,30.24,0.093929
18.945,3379,-103.89,104.2,30.24,0.095282
18.995,3373.7,-105.39,105.7,30.24,0.096609
19.045,3368.4,-106.89,107.19,30.24,0.097967
19.095,3363.1,-108.39,108.68,30.24,0.099318
19.145,3357.6,-109.89,110.17,30.24,0.10064
19.195,3352.1,-111.38,111.65,30.24,0.10201
19.245,3346.5,-112.87,113.13,30.24,0.10336
19.295,3340.8,-114.36,114.61,30.24,0.1046
19.345,3335,-115.84,116.08,30.24,0.10597
19.395,3329.2,-117.32,117.56,30.24,0.10732
19.445,3323.3,-118.8,119.02,30.24,0.10863
19.495,3317.3,-120.27,120.49,30.24,0.10992
19.545,3311.3,-121.74,121.96,30.24,0.11119
19.595,3305.1,-123.21,123.42,30.24,0.11246
19.645,3298.9,-124.66,124.87,30.24,0.11382
19.695,3292.7,-126.12,126.33,30.24,0.11516
19.745,3286.3,-127.57,127.77,30.24,0.11643
19.795,3279.9,-129.01,129.21,30.24,0.11773
19.845,3273.4,-130.45,130.65,30.24,0.11904
19.895,3266.9,-131.88,132.08,30.24,0.12027
19.945,3260.2,-133.3,133.51,30.24,0.12155
19.995,3253.5,-134.73,134.93,30.24,0.12283
20.045,3246.8,-136.15,136.35,30.24,0.12409
20.095,3239.9,-137.57,137.77,30.24,0.12536
20.145,3233,-138.99,139.19,30.24,0.12667
20.195,3226,-140.41,140.6,30.24,0.12794
20.245,3219,-141.82,142.02,30.24,0.1292
20.295,3211.8,-143.23,143.43,30.24,0.13045
20.345,3204.6,-144.64,144.83,30.24,0.13173
20.395,3197.4,-146.05,146.24,30.24,0.13303
20.445,3190,-147.45,147.63,30.24,0.13425
20.495,3182.6,-148.85,149.03,30.24,0.13548
20.545,3175.2,-150.25,150.42,30.24,0.1367
20.595,3167.6,-151.64,151.8,30.24,0.13799
20.645,3160,-153.02,153.18,30.24,0.13924
20.695,3152.3,-154.41,154.56,30.24,0.14049
20.745,3144.6,-155.78,155.94,30.24,0.14173
20.795,3136.7,-157.15,157.31,30.24,0.14299
20.845,3128.8,-158.52,158.67,30.24,0.14418
20.895,3120.9,-159.88,160.03,30.24,0.14541
20.945,3112.8,-161.24,161.38,30.24,0.1466
20.995,3104.8,-162.58,162.73,30.24,0.14779
21.045,3096.6,-163.93,164.07,30.24,0.14897
21.095,3088.4,-165.26,165.41,30.24,0.15015
21.145,3080.1,-166.6,166.74,30.24,0.15136
21.195,3071.7,-167.93,168.08,30.24,0.15257
21.245,3063.3,-169.26,169.41,30.24,0.15379
21.295,3054.8,-170.59,170.73,30.24,0.15495
21.345,3046.2,-171.91,172.05,30.24,0.15615
21.395,3037.6,-173.23,173.37,30.24,0.15734
21.445,3028.9,-174.55,174.68,30.24,0.15852
21.495,3020.1,-175.86,175.99,30.24,0.1597
21.545,3011.3,-177.17,177.29,30.24,0.16086
21.595,3002.4,-178.47,178.59,30.24,0.16201
21.645,2993.5,-179.77,179.89,30.24,0.16318
21.695,2984.4,-181.06,181.18,30.24,0.16438
21.745,2975.3,-182.35,182.46,30.24,0.16553
21.795,2966.2,-183.63,183.74,30.24,0.16665
21.845,2957,-184.91,185.02,30.24,0.16778
21.895,2947.7,-186.17,186.29,30.24,0.16894
21.945,2938.4,-187.44,187.55,30.24,0.17006
21.995,2929,-188.69,188.81,30.24,0.17118
22.045,2919.5,-189.95,190.06,30.24,0.17231
22.095,2910,-191.2,191.31,30.24,0.17345
22.145,2900.4,-192.44,192.56,30.24,0.17456
22.195,2890.7,-193.69,193.8,30.24,0.17567
22.245,2881,-194.93,195.04,30.24,0.17676
22.295,2871.2,-196.16,196.27,30.24,0.17787
22.345,2861.4,-197.39,197.5,30.24,0.17896
22.395,2851.5,-198.62,198.72,30.24,0.18004
22.445,2841.5,-199.84,199.94,30.24,0.18118
22.495,2831.5,-201.06,201.15,30.24,0.18228
22.545,2821.4,-202.27,202.36,30.24,0.18337
22.595,2811.3,-203.47,203.56,30.24,0.18445
22.645,2801.1,-204.67,204.76,30.24,0.18551
22.695,2790.8,-205.87,205.95,30.24,0.1866
22.745,2780.5,-207.05,207.14,30.24,0.18766
22.795,2770.1,-208.23,208.32,30.24,0.18872
22.845,2759.7,-209.41,209.5,30.24,0.18976
22.895,2749.2,-210.58,210.67,30.24,0.19085
22.945,2738.6,-211.74,211.83,30.24,0.19192
22.995,2728,-212.91,212.99,30.24,0.19295
23.045,2717.3,-214.07,214.15,30.24,0.19398
23.095,2706.6,-215.22,215.3,30.24,0.19502
23.145,2695.8,-216.37,216.45,30.24,0.19604
23.195,2685,-217.52,217.6,30.24,0.19706
23.245,2674,-218.66,218.73,30.24,0.19807
23.295,2663.1,-219.79,219.87,30.24,0.19908
23.345,2652.1,-220.92,220.99,30.24,0.2001
23.395,2641,-222.04,222.12,30.24,0.20111
23.445,2629.9,-223.16,223.23,30.24,0.20213
23.495,2618.7,-224.27,224.34,30.24,0.20313
23.545,2607.4,-225.38,225.45,30.24,0.2041
23.595,2596.1,-226.48,226.55,30.24,0.20505
23.645,2584.8,-227.57,227.64,30.24,0.20604
23.695,2573.4,-228.66,228.73,30.24,0.207
23.745,2561.9,-229.75,229.82,30.24,0.20798
23.795,2550.4,-230.83,230.9,30.24,0.20895
23.845,2538.8,-231.9,231.97,30.24,0.20991
23.895,2527.2,-232.98,233.04,30.24,0.21087
23.945,2515.5,-234.04,234.11,30.24,0.21182
23.995,2503.8,-235.11,235.17,30.24,0.21275
24.045,2492,-236.16,236.22,30.24,0.2137
24.095,2480.2,-237.21,237.27,30.24,0.21462
24.145,2468.3,-238.26,238.32,30.24,0.21555
24.195,2456.4,-239.3,239.35,30.24,0.21649
24.245,2444.4,-240.33,240.39,30.24,0.21742
24.295,2432.3,-241.36,241.41,30.24,0.21832
24.345,2420.2,-242.38,242.44,30.24,0.21923
24.395,2408.1,-243.4,243.45,30.24,0.22012
24.445,2395.9,-244.41,244.46,30.24,0.22103
24.495,2383.7,-245.42,245.47,30.24,0.22193
24.545,2371.4,-246.42,246.47,30.24,0.22281
24.595,2359,-247.42,247.47,30.24,0.22371
24.645,2346.6,-248.41,248.46,30.24,0.22457
24.695,2334.2,-249.4,249.45,30.24,0.22545
24.745,2321.7,-250.38,250.43,30.24,0.22631
24.795,2309.1,-251.36,251.41,30.24,0.22719
24.845,2296.5,-252.33,252.38,30.24,0.22805
24.895,2283.9,-253.3,253.34,30.24,0.22892
24.945,2271.2,-254.26,254.3,30.24,0.22977
24.995,2258.5,-255.21,255.26,30.24,0.23063
25.045,2245.7,-256.16,256.21,30.24,0.23149
25.095,2232.9,-257.11,257.15,30.24,0.23232
25.145,2220,-258.05,258.09,30.24,0.23313
25.195,2207.1,-258.98,259.02,30.24,0.23393
25.245,2194.1,-259.91,259.95,30.24,0.23477
25.295,2181.1,-260.83,260.87,30.24,0.2356
25.345,2168,-261.75,261.79,30.24,0.23644
25.395,2154.9,-262.67,262.71,30.24,0.23726
25.445,2141.7,-263.58,263.62,30.24,0.23804
25.495,2128.5,-264.48,264.52,30.24,0.23883
25.545,2115.3,-265.38,265.42,30.24,0.23962
25.595,2102,-266.27,266.31,30.24,0.24041
25.645,2088.7,-267.16,267.19,30.24,0.24121
25.695,2075.3,-268.04,268.07,30.24,0.242
25.745,2061.9,-268.92,268.95,30.24,0.24279
25.795,2048.4,-269.79,269.82,30.24,0.24357
25.845,2034.9,-270.66,270.69,30.24,0.24434
25.895,2021.3,-271.52,271.55,30.24,0.24509
25.945,2007.7,-272.38,272.41,30.24,0.24585
25.995,1994.1,-273.23,273.26,30.24,0.24659
26.045,1980.4,-274.07,274.1,30.24,0.24734
26.095,1966.7,-274.91,274.95,30.24,0.24808
26.145,1952.9,-275.75,275.78,30.24,0.24882
26.195,1939.1,-276.58,276.61,30.24,0.24956
26.245,1925.3,-277.41,277.44,30.24,0.25029
26.295,1911.4,-278.23,278.26,30.24,0.25101
26.345,1897.4,-279.04,279.07,30.24,0.25173
26.395,1883.5,-279.85,279.88,30.24,0.25246
26.445,1869.5,-280.66,280.69,30.24,0.25319
26.495,1855.4,-281.46,281.49,30.24,0.25388
26.545,1841.3,-282.26,282.28,30.24,0.25459
26.595,1827.2,-283.05,283.07,30.24,0.25531
26.645,1813,-283.83,283.86,30.24,0.25601
26.695,1798.8,-284.61,284.64,30.24,0.2567
26.745,1784.5,-285.39,285.41,30.24,0.25739
26.795,1770.3,-286.16,286.18,30.24,0.25805
26.845,1755.9,-286.92,286.95,30.24,0.25872
26.895,1741.6,-287.68,287.71,30.24,0.25938
26.945,1727.2,-288.44,288.46,30.24,0.26005
26.995,1712.7,-289.19,289.21,30.24,0.26071
27.045,1698.2,-289.93,289.96,30.24,0.26136
27.095,1683.7,-290.68,290.7,30.24,0.26202
27.145,1669.2,-291.41,291.43,30.24,0.26266
27.195,1654.6,-292.14,292.16,30.24,0.26331
27.245,1640,-292.87,292.89,30.24,0.26394
27.295,1625.3,-293.59,293.61,30.24,0.26458
27.345,1610.6,-294.31,294.33,30.24,0.26521
27.395,1595.9,-295.02,295.04,30.24,0.26584
27.445,1581.1,-295.72,295.74,30.24,0.26646
27.495,1566.3,-296.42,296.44,30.24,0.26709
27.545,1551.5,-297.12,297.14,30.24,0.2677
27.595,1536.6,-297.81,297.83,30.24,0.26831
27.645,1521.7,-298.5,298.52,30.24,0.2689
27.695,1506.7,-299.18,299.2,30.24,0.26951
27.745,1491.8,-299.86,299.88,30.24,0.27009
27.795,1476.7,-300.53,300.55,30.24,0.27068
27.845,1461.7,-301.2,301.22,30.24,0.27127
27.895,1446.6,-301.87,301.88,30.24,0.27185
27.945,1431.5,-302.52,302.54,30.24,0.27241
27.995,1416.4,-303.18,303.19,30.24,0.273
28.045,1401.2,-303.83,303.84,30.24,0.27355
