 Time (s),Altitude (ft),Vertical velocity (ft/s),Total velocity (ft/s),Mass (lb),Mach number (?)
7.0449,3264.6,555.96,565.96,16.491,0.51396
7.0949,3292.3,553.15,563.16,16.49,0.51153
7.1449,3319.9,550.35,560.38,16.49,0.509
7.1949,3347.4,547.58,557.61,16.49,0.50655
7.2449,3374.7,544.83,554.85,16.49,0.50412
7.2949,3401.8,542.1,552.11,16.49,0.50171
7.3449,3428.9,539.38,549.38,16.49,0.49925
7.3949,3455.8,536.66,546.66,16.49,0.49683
7.4449,3482.5,533.95,543.96,16.49,0.4944
7.4949,3509.2,531.24,541.27,16.49,0.49193
7.5449,3535.7,528.53,538.58,16.49,0.4895
7.5949,3562,525.84,535.92,16.49,0.48691
7.6449,3588.3,523.16,533.26,16.49,0.48467
7.6949,3614.3,520.52,530.62,16.49,0.48243
7.7449,3640.3,517.9,527.99,16.49,0.48013
7.7949,3666.1,515.3,525.37,16.49,0.47787
7.8449,3691.8,512.71,522.76,16.49,0.47555
7.8949,3717.4,510.11,520.16,16.49,0.4733
7.9449,3742.8,507.51,517.57,16.49,0.47096
7.9949,3768.2,504.9,514.99,16.49,0.46865
8.0449,3793.3,502.3,512.43,16.49,0.46631
8.0949,3818.4,499.71,509.87,16.49,0.46402
8.1449,3843.3,497.14,507.32,16.49,0.46175
8.1949,3868.1,494.6,504.79,16.49,0.45957
8.2449,3892.8,492.08,502.27,16.49,0.45731
8.2949,3917.3,489.58,499.76,16.49,0.45502
8.3449,3941.7,487.09,497.26,16.49,0.45282
8.3949,3966,484.61,494.77,16.49,0.45054
8.4449,3990.2,482.12,492.29,16.49,0.44842
8.4949,4014.2,479.64,489.82,16.49,0.4463
8.5449,4038.2,477.16,487.35,16.49,0.44412
8.5949,4062,474.68,484.9,16.49,0.44202
8.6449,4085.6,472.21,482.46,16.49,0.43993
8.6949,4109.2,469.76,480.02,16.49,0.43788
8.7449,4132.6,467.32,477.6,16.49,0.43571
8.7949,4155.9,464.89,475.18,16.49,0.43358
8.8449,4179.1,462.47,472.78,16.49,0.43141
8.8949,4202.2,460.06,470.38,16.49,0.42918
8.9449,4225.1,457.66,468,16.49,0.4269
8.9949,4247.9,455.26,465.62,16.49,0.42481
9.0449,4270.6,452.88,463.25,16.49,0.42268
9.0949,4293.2,450.51,460.89,16.49,0.42055
9.1449,4315.7,448.15,458.54,16.49,0.41842
9.1949,4338,445.8,456.2,16.49,0.41637
9.2449,4360.3,443.45,453.87,16.49,0.41421
9.2949,4382.4,441.11,451.54,16.49,0.41213
9.3449,4404.4,438.78,449.23,16.49,0.41006
9.3949,4426.2,436.45,446.92,16.49,0.40792
9.4449,4448,434.13,444.62,16.49,0.40596
9.4949,4469.7,431.82,442.33,16.49,0.40393
9.5449,4491.2,429.52,440.04,16.49,0.4019
9.5949,4512.6,427.23,437.77,16.49,0.39981
9.6449,4533.9,424.94,435.5,16.49,0.39781
9.6949,4555.1,422.66,433.24,16.49,0.39577
9.7449,4576.2,420.39,430.99,16.49,0.39379
9.7949,4597.1,418.13,428.75,16.49,0.39192
9.8449,4618,415.88,426.51,16.49,0.38996
9.8949,4638.7,413.64,424.28,16.49,0.38802
9.9449,4659.4,411.4,422.06,16.49,0.38594
9.9949,4679.9,409.16,419.84,16.49,0.38395
10.045,4700.3,406.92,417.64,16.49,0.38198
10.095,4720.6,404.69,415.44,16.49,0.37998
10.145,4740.7,402.47,413.24,16.49,0.37813
10.195,4760.8,400.26,411.06,16.49,0.3762
10.245,4780.8,398.06,408.88,16.49,0.37415
10.295,4800.6,395.86,406.71,16.49,0.37217
10.345,4820.4,393.68,404.55,16.49,0.37016
10.395,4840,391.49,402.39,16.49,0.36824
10.445,4859.5,389.32,400.24,16.49,0.36619
10.495,4878.9,387.15,398.1,16.49,0.36427
10.545,4898.2,384.99,395.96,16.49,0.36231
10.595,4917.4,382.84,393.83,16.49,0.36041
10.645,4936.5,380.7,391.71,16.49,0.35849
10.695,4955.5,378.56,389.6,16.49,0.35658
10.745,4974.4,376.43,387.49,16.49,0.35481
10.795,4993.1,374.3,385.38,16.49,0.35282
10.845,5011.8,372.18,383.29,16.49,0.35091
10.895,5030.3,370.06,381.2,16.49,0.34896
10.945,5048.8,367.94,379.11,16.49,0.34722
10.995,5067.1,365.83,377.04,16.49,0.34541
11.045,5085.4,363.73,374.97,16.49,0.34359
11.095,5103.5,361.64,372.9,16.49,0.34172
11.145,5121.5,359.55,370.84,16.49,0.3398
11.195,5139.5,357.46,368.79,16.49,0.33789
11.245,5157.3,355.38,366.74,16.49,0.33612
11.295,5175,353.3,364.7,16.49,0.33439
11.345,5192.6,351.24,362.66,16.49,0.33267
11.395,5210.1,349.18,360.63,16.49,0.33068
11.445,5227.5,347.12,358.61,16.49,0.3288
11.495,5244.8,345.07,356.59,16.49,0.32711
11.545,5262,343.03,354.58,16.49,0.32544
11.595,5279.1,340.99,352.57,16.49,0.32363
11.645,5296.1,338.96,350.57,16.49,0.32178
11.695,5313,336.93,348.58,16.49,0.32015
11.745,5329.8,334.91,346.59,16.49,0.31851
11.795,5346.5,332.89,344.6,16.49,0.31677
11.845,5363.1,330.88,342.62,16.49,0.31499
11.895,5379.6,328.86,340.65,16.49,0.31303
11.945,5396,326.85,338.68,16.49,0.31121
11.995,5412.3,324.83,336.71,16.49,0.30932
12.045,5428.5,322.81,334.75,16.49,0.30754
12.095,5444.6,320.81,332.8,16.49,0.30594
12.145,5460.6,318.82,330.85,16.49,0.30414
12.195,5476.5,316.83,328.91,16.49,0.30246
12.245,5492.3,314.86,326.98,16.49,0.30089
12.295,5508,312.9,325.04,16.49,0.29908
12.345,5523.6,310.95,323.12,16.49,0.2973
12.395,5539.1,308.99,321.2,16.49,0.29543
12.445,5554.5,307.04,319.28,16.49,0.29373
12.495,5569.8,305.09,317.37,16.49,0.29199
12.545,5585,303.14,315.46,16.49,0.29012
12.595,5600.1,301.18,313.56,16.49,0.28833
12.645,5615.1,299.23,311.67,16.49,0.28659
12.695,5630,297.28,309.77,16.49,0.28486
12.745,5644.8,295.34,307.89,16.49,0.28309
12.795,5659.5,293.41,306.01,16.49,0.28164
12.845,5674.1,291.48,304.13,16.49,0.28001
12.895,5688.7,289.56,302.26,16.49,0.27809
12.945,5703.1,287.64,300.39,16.49,0.27639
12.995,5717.4,285.73,298.53,16.49,0.2748
13.045,5731.7,283.82,296.67,16.49,0.27303
13.095,5745.8,281.92,294.82,16.49,0.27131
13.145,5759.9,280.02,292.97,16.49,0.26959
13.195,5773.8,278.12,291.13,16.49,0.26794
13.245,5787.7,276.23,289.29,16.49,0.26638
13.295,5801.4,274.35,287.45,16.49,0.2648
13.345,5815.1,272.47,285.62,16.49,0.26315
13.395,5828.7,270.59,283.8,16.49,0.26146
13.445,5842.2,268.71,281.98,16.49,0.25968
13.495,5855.6,266.83,280.16,16.49,0.25813
13.545,5868.9,264.96,278.35,16.49,0.25648
13.595,5882.1,263.09,276.54,16.49,0.25491
13.645,5895.2,261.22,274.74,16.49,0.25314
13.695,5908.2,259.35,272.94,16.49,0.25155
13.745,5921.1,257.49,271.14,16.49,0.25003
13.795,5933.9,255.63,269.35,16.49,0.24844
13.845,5946.7,253.78,267.57,16.49,0.24691
13.895,5959.3,251.94,265.79,16.49,0.24542
13.945,5971.9,250.09,264.01,16.49,0.24383
13.995,5984.3,248.26,262.24,16.49,0.2423
14.045,5996.7,246.42,260.47,16.49,0.24046
14.095,6009,244.59,258.7,16.49,0.23899
14.145,6021.1,242.76,256.94,16.49,0.23741
14.195,6033.2,240.93,255.19,16.49,0.23601
14.245,6045.2,239.11,253.44,16.49,0.23433
14.295,6057.1,237.29,251.69,16.49,0.23291
14.345,6069,235.47,249.94,16.49,0.23153
14.395,6080.7,233.66,248.2,16.49,0.22992
14.445,6092.3,231.85,246.47,16.49,0.22828
14.495,6103.9,230.04,244.74,16.49,0.22675
14.545,6115.3,228.23,243.01,16.49,0.2251
14.595,6126.7,226.42,241.29,16.49,0.22358
14.645,6138,224.62,239.57,16.49,0.22221
14.695,6149.2,222.82,237.85,16.49,0.22063
14.745,6160.3,221.02,236.14,16.49,0.21907
14.795,6171.3,219.22,234.43,16.49,0.21764
14.845,6182.2,217.43,232.73,16.49,0.21609
14.895,6193,215.64,231.03,16.49,0.21459
14.945,6203.7,213.85,229.34,16.49,0.21299
14.995,6214.4,212.07,227.65,16.49,0.21153
15.045,6225,210.29,225.96,16.49,0.2099
15.095,6235.4,208.51,224.28,16.49,0.20842
15.145,6245.8,206.74,222.6,16.49,0.20688
15.195,6256.1,204.96,220.93,16.49,0.20523
15.245,6266.3,203.19,219.26,16.49,0.20381
15.295,6276.4,201.43,217.6,16.49,0.20222
15.345,6286.4,199.66,215.94,16.49,0.20067
15.395,6296.4,197.9,214.28,16.49,0.1992
15.445,6306.2,196.14,212.63,16.49,0.19781
15.495,6316,194.39,210.98,16.49,0.19631
15.545,6325.7,192.64,209.34,16.49,0.19489
15.595,6335.3,190.9,207.7,16.49,0.1934
15.645,6344.8,189.16,206.07,16.49,0.1919
15.695,6354.2,187.42,204.44,16.49,0.19044
15.745,6363.5,185.68,202.81,16.49,0.18894
15.795,6372.7,183.94,201.19,16.49,0.18745
15.845,6381.9,182.2,199.57,16.49,0.18595
15.895,6391,180.47,197.96,16.49,0.18451
15.945,6399.9,178.74,196.35,16.49,0.18296
15.995,6408.8,177,194.75,16.49,0.18157
16.045,6417.6,175.27,193.15,16.49,0.18009
16.095,6426.4,173.54,191.55,16.49,0.17847
16.145,6435,171.82,189.96,16.49,0.17717
16.195,6443.5,170.09,188.37,16.49,0.1757
16.245,6452,168.37,186.79,16.49,0.1742
16.295,6460.4,166.65,185.22,16.49,0.17278
16.345,6468.7,164.93,183.64,16.49,0.17132
16.395,6476.9,163.21,182.08,16.49,0.16986
16.445,6485,161.5,180.51,16.49,0.16838
16.495,6493,159.78,178.96,16.49,0.16692
16.545,6501,158.07,177.4,16.49,0.16538
16.595,6508.8,156.36,175.86,16.49,0.164
16.645,6516.6,154.66,174.31,16.49,0.16268
16.695,6524.3,152.96,172.78,16.49,0.16161
16.745,6531.9,151.26,171.24,16.49,0.16018
16.795,6539.4,149.57,169.72,16.49,0.1587
16.845,6546.9,147.88,168.19,16.49,0.15742
16.895,6554.2,146.2,166.68,16.49,0.15601
16.945,6561.5,144.51,165.16,16.49,0.15454
16.995,6568.7,142.82,163.66,16.49,0.15284
17.045,6575.8,141.14,162.16,16.49,0.15156
17.095,6582.8,139.46,160.66,16.49,0.1504
17.145,6589.7,137.78,159.17,16.49,0.14895
17.195,6596.6,136.1,157.69,16.49,0.14744
17.245,6603.3,134.42,156.21,16.49,0.14622
17.295,6610,132.74,154.74,16.49,0.14494
17.345,6616.6,131.07,153.27,16.49,0.14395
17.395,6623.1,129.4,151.81,16.49,0.14246
17.445,6629.5,127.73,150.35,16.49,0.14111
17.495,6635.9,126.07,148.9,16.49,0.13959
17.545,6642.1,124.4,147.46,16.49,0.1385
17.595,6648.3,122.74,146.03,16.49,0.13737
17.645,6654.4,121.08,144.6,16.49,0.13618
17.695,6660.4,119.42,143.17,16.49,0.13458
17.745,6666.4,117.76,141.76,16.49,0.13345
17.795,6672.2,116.1,140.35,16.49,0.13219
17.845,6678,114.44,138.94,16.49,0.13096
17.895,6683.6,112.79,137.55,16.49,0.12972
17.945,6689.2,111.14,136.16,16.49,0.1285
17.995,6694.8,109.49,134.78,16.49,0.12744
18.045,6700.2,107.84,133.41,16.49,0.12637
18.095,6705.5,106.2,132.04,16.49,0.12487
18.145,6710.8,104.55,130.69,16.49,0.12366
18.195,6716,102.91,129.34,16.49,0.12282
18.245,6721.1,101.27,128,16.49,0.12168
18.295,6726.1,99.632,126.66,16.49,0.12052
18.345,6731.1,97.996,125.34,16.49,0.11901
18.395,6735.9,96.357,124.03,16.49,0.11752
18.445,6740.7,94.719,122.72,16.49,0.11636
18.495,6745.4,93.082,121.43,16.49,0.11511
18.545,6750,91.447,120.14,16.49,0.1142
18.595,6754.5,89.816,118.86,16.49,0.11316
18.645,6759,88.188,117.6,16.49,0.11213
18.695,6763.4,86.561,116.34,16.49,0.11083
18.745,6767.6,84.935,115.1,16.49,0.1096
18.795,6771.9,83.311,113.86,16.49,0.10853
18.845,6776,81.689,112.64,16.49,0.1076
18.895,6780,80.071,111.43,16.49,0.10653
18.945,6784,78.455,110.23,16.49,0.1057
18.995,6787.9,76.844,109.04,16.49,0.10499
19.045,6791.7,75.237,107.87,16.49,0.10395
19.095,6795.4,73.632,106.7,16.49,0.10306
19.145,6799,72.03,105.55,16.49,0.10213
19.195,6802.6,70.432,104.41,16.49,0.1015
19.245,6806.1,68.837,103.29,16.49,0.1006
19.295,6809.5,67.245,102.18,16.49,0.099606
19.345,6812.8,65.654,101.08,16.49,0.098619
19.395,6816,64.064,100,16.49,0.097564
19.445,6819.2,62.476,98.934,16.49,0.096895
19.495,6822.3,60.892,97.882,16.49,0.096086
19.545,6825.3,59.311,96.847,16.49,0.09562
19.595,6828.2,57.732,95.828,16.49,0.094346
19.645,6831.1,56.151,94.826,16.49,0.093015
19.695,6833.8,54.57,93.842,16.49,0.092212
19.745,6836.5,52.991,92.875,16.49,0.091067
19.795,6839.1,51.412,91.928,16.49,0.090323
19.845,6841.7,49.835,90.999,16.49,0.089148
19.895,6844.1,48.259,90.089,16.49,0.088662
19.945,6846.5,46.687,89.2,16.49,0.087932
19.995,6848.8,45.118,88.33,16.49,0.087284
20.045,6851,43.552,87.481,16.49,0.086878
20.095,6853.1,41.99,86.653,16.49,0.086025
20.145,6855.2,40.428,85.847,16.49,0.084839
20.195,6857.2,38.87,85.063,16.49,0.084821
20.245,6859.1,37.317,84.301,16.49,0.084607
20.295,6860.9,35.768,83.563,16.49,0.083584
20.345,6862.7,34.22,82.848,16.49,0.082953
20.395,6864.3,32.675,82.158,16.49,0.082283
20.445,6865.9,31.132,81.492,16.49,0.081617
20.495,6867.5,29.591,80.852,16.49,0.080825
20.545,6868.9,28.052,80.239,16.49,0.080173
20.595,6870.3,26.517,79.651,16.49,0.079811
20.645,6871.5,24.985,79.09,16.49,0.079411
20.695,6872.8,23.456,78.556,16.49,0.078628
20.745,6873.9,21.928,78.05,16.49,0.077673
20.795,6875,20.403,77.573,16.49,0.077543
20.845,6875.9,18.883,77.123,16.49,0.077075
20.895,6876.8,17.366,76.703,16.49,0.076928
20.945,6877.7,15.854,76.311,16.49,0.076468
20.995,6878.4,14.345,75.949,16.49,0.076335
21.045,6879.1,12.841,75.616,16.49,0.076097
21.095,6879.7,11.34,75.313,16.49,0.075471
21.145,6880.2,9.8422,75.04,16.49,0.075551
21.195,6880.7,8.3492,74.797,16.49,0.075196
21.245,6881.1,6.8581,74.586,16.49,0.07423
21.295,6881.4,5.3693,74.406,16.49,0.0742
21.345,6881.6,3.8851,74.256,16.49,0.074122
21.395,6881.8,2.4051,74.137,16.49,0.074099
21.445,6881.9,0.92953,74.048,16.49,0.074165
21.495,6881.9,-0.54171,73.99,16.49,0.074164
21.545,6881.8,-2.009,73.963,16.49,0.074177
21.595,6881.7,-3.4724,73.966,16.49,0.074187
21.645,6881.5,-4.932,73.999,16.49,0.074274
21.695,6881.2,-6.3877,74.063,16.49,0.07458
21.745,6880.8,-7.8393,74.157,16.49,0.0748
21.795,6880.4,-9.2881,74.281,16.49,0.074454
21.845,6879.9,-10.735,74.435,16.49,0.074298
21.895,6879.3,-12.179,74.619,16.49,0.074283
21.945,6878.7,-13.62,74.833,16.49,0.074338
21.995,6877.9,-15.059,75.076,16.49,0.074548
22.045,6877.2,-16.495,75.347,16.49,0.074358
22.095,6876.3,-17.929,75.647,16.49,0.074693
22.145,6875.4,-19.361,75.975,16.49,0.075133
22.195,6874.4,-20.79,76.33,16.49,0.075554
22.245,6873.3,-22.218,76.712,16.49,0.075679
22.295,6872.1,-23.644,77.122,16.49,0.076105
22.345,6870.9,-25.068,77.557,16.49,0.07659
22.395,6869.6,-26.492,78.019,16.49,0.076985
22.445,6868.3,-27.915,78.506,16.49,0.077429
22.495,6866.8,-29.337,79.019,16.49,0.077985
22.545,6865.3,-30.76,79.556,16.49,0.078331
22.595,6863.8,-32.182,80.118,16.49,0.078814
22.645,6862.1,-33.605,80.703,16.49,0.079416
22.695,6860.4,-35.029,81.312,16.49,0.079879
22.745,6858.6,-36.454,81.945,16.49,0.080678
22.795,6856.8,-37.881,82.6,16.49,0.081329
22.845,6854.8,-39.31,83.277,16.49,0.081929
22.895,6852.8,-40.741,83.976,16.49,0.082486
22.945,6850.8,-42.174,84.696,16.49,0.083182
22.995,6848.6,-43.61,85.437,16.49,0.084007
23.045,6846.4,-45.05,86.199,16.49,0.084714
23.095,6844.1,-46.492,86.982,16.49,0.08506
23.145,6841.7,-47.937,87.783,16.49,0.085587
23.195,6839.3,-49.385,88.604,16.49,0.086544
23.245,6836.8,-50.837,89.444,16.49,0.087331
23.295,6834.2,-52.294,90.302,16.49,0.08817
23.345,6831.6,-53.756,91.179,16.49,0.089136
23.395,6828.9,-55.222,92.073,16.49,0.08963
23.445,6826.1,-56.691,92.983,16.49,0.090198
23.495,6823.2,-58.163,93.911,16.49,0.090863
23.545,6820.2,-59.638,94.854,16.49,0.091418
23.595,6817.2,-61.116,95.813,16.49,0.092237
23.645,6814.1,-62.599,96.788,16.49,0.092998
23.695,6811,-64.086,97.777,16.49,0.094072
23.745,6807.7,-65.579,98.781,16.49,0.094757
23.795,6804.4,-67.075,99.799,16.49,0.095694
23.845,6801,-68.578,100.83,16.49,0.097032
23.895,6797.5,-70.088,101.88,16.49,0.098007
23.945,6794,-71.601,102.94,16.49,0.098665
23.995,6790.4,-73.118,104.01,16.49,0.099796
24.045,6786.7,-74.64,105.09,16.49,0.10069
24.095,6782.9,-76.167,106.18,16.49,0.10213
24.145,6779.1,-77.701,107.29,16.49,0.10311
24.195,6775.2,-79.238,108.41,16.49,0.10404
24.245,6771.2,-80.777,109.54,16.49,0.10498
24.295,6767.1,-82.319,110.67,16.49,0.10585
24.345,6762.9,-83.862,111.82,16.49,0.10676
24.395,6758.7,-85.408,112.98,16.49,0.10794
24.445,6754.4,-86.959,114.15,16.49,0.10922
24.495,6750,-88.512,115.32,16.49,0.11029
24.545,6745.5,-90.068,116.5,16.49,0.11139
24.595,6741,-91.627,117.7,16.49,0.11279
24.645,6736.4,-93.189,118.89,16.49,0.1138
24.695,6731.7,-94.75,120.1,16.49,0.11457
24.745,6726.9,-96.31,121.32,16.49,0.11558
24.795,6722,-97.87,122.54,16.49,0.11669
24.845,6717.1,-99.43,123.76,16.49,0.11765
24.895,6712.1,-100.99,125,16.49,0.11872
24.945,6707,-102.55,126.24,16.49,0.11972
24.995,6701.8,-104.11,127.49,16.49,0.12088
25.045,6696.6,-105.67,128.74,16.49,0.12212
25.095,6691.3,-107.24,130,16.49,0.12324
25.145,6685.9,-108.8,131.26,16.49,0.12441
25.195,6680.4,-110.37,132.53,16.49,0.12555
25.245,6674.8,-111.93,133.8,16.49,0.12669
25.295,6669.2,-113.49,135.08,16.49,0.12781
