 Time (s),Altitude (ft),Vertical velocity (ft/s),Total velocity (ft/s),Mass (lb),Mach number (?)
9.1216,3511.4,370.11,402.64,16.49,0.36785
9.1716,3529.8,367.94,400.55,16.49,0.36596
9.2216,3548.2,365.76,398.47,16.49,0.36406
9.2716,3566.4,363.57,396.39,16.49,0.36227
9.3216,3584.5,361.4,394.32,16.49,0.36055
9.3716,3602.6,359.23,392.26,16.49,0.35872
9.4216,3620.5,357.08,390.2,16.49,0.35696
9.4716,3638.3,354.95,388.16,16.49,0.35521
9.5216,3656,352.83,386.12,16.49,0.35341
9.5716,3673.6,350.73,384.09,16.49,0.35155
9.6216,3691,348.63,382.06,16.49,0.34964
9.6716,3708.4,346.54,380.05,16.49,0.34775
9.7216,3725.7,344.45,378.04,16.49,0.34602
9.7716,3742.9,342.37,376.03,16.49,0.34426
9.8216,3759.9,340.29,374.04,16.49,0.34243
9.8716,3776.9,338.21,372.05,16.49,0.34064
9.9216,3793.7,336.13,370.07,16.49,0.33879
9.9716,3810.5,334.05,368.09,16.49,0.33701
10.022,3827.2,331.97,366.12,16.49,0.3353
10.072,3843.7,329.9,364.16,16.49,0.33359
10.122,3860.1,327.84,362.2,16.49,0.33183
10.172,3876.5,325.79,360.26,16.49,0.33003
10.222,3892.7,323.74,358.31,16.49,0.32828
10.272,3908.9,321.7,356.38,16.49,0.3264
10.322,3924.9,319.66,354.45,16.49,0.32447
10.372,3940.8,317.63,352.53,16.49,0.32264
10.422,3956.7,315.61,350.62,16.49,0.32104
10.472,3972.4,313.6,348.71,16.49,0.31941
10.522,3988,311.6,346.81,16.49,0.31754
10.572,4003.5,309.6,344.91,16.49,0.31566
10.622,4019,307.6,343.03,16.49,0.31394
10.672,4034.3,305.6,341.14,16.49,0.31224
10.722,4049.5,303.62,339.27,16.49,0.31057
10.772,4064.7,301.63,337.4,16.49,0.30887
10.822,4079.7,299.65,335.54,16.49,0.30722
10.872,4094.6,297.67,333.68,16.49,0.30557
10.922,4109.5,295.7,331.83,16.49,0.30403
10.972,4124.2,293.73,329.99,16.49,0.30255
11.022,4138.8,291.77,328.15,16.49,0.30097
11.072,4153.4,289.82,326.32,16.49,0.29921
11.122,4167.8,287.85,324.49,16.49,0.29742
11.172,4182.2,285.89,322.67,16.49,0.29579
11.222,4196.4,283.94,320.86,16.49,0.29415
11.272,4210.6,281.98,319.05,16.49,0.29253
11.322,4224.6,280.04,317.25,16.49,0.29104
11.372,4238.6,278.1,315.45,16.49,0.28959
11.422,4252.4,276.18,313.66,16.49,0.28806
11.472,4266.2,274.26,311.88,16.49,0.28657
11.522,4279.8,272.35,310.1,16.49,0.28512
11.572,4293.4,270.44,308.33,16.49,0.28355
11.622,4306.9,268.54,306.56,16.49,0.28187
11.672,4320.3,266.63,304.8,16.49,0.28031
11.722,4333.6,264.72,303.05,16.49,0.27878
11.772,4346.7,262.82,301.3,16.49,0.27733
11.822,4359.8,260.92,299.56,16.49,0.27588
11.872,4372.8,259.02,297.82,16.49,0.27432
11.922,4385.7,257.12,296.09,16.49,0.27286
11.972,4398.5,255.23,294.36,16.49,0.27151
12.022,4411.3,253.35,292.64,16.49,0.26996
12.072,4423.9,251.46,290.93,16.49,0.26841
12.122,4436.4,249.58,289.22,16.49,0.26687
12.172,4448.8,247.7,287.51,16.49,0.26514
12.222,4461.2,245.81,285.82,16.49,0.26341
12.272,4473.4,243.93,284.13,16.49,0.26197
12.322,4485.6,242.07,282.44,16.49,0.26057
12.372,4497.6,240.2,280.77,16.49,0.25906
12.422,4509.6,238.35,279.09,16.49,0.25761
12.472,4521.5,236.5,277.43,16.49,0.25625
12.522,4533.2,234.67,275.77,16.49,0.25486
12.572,4544.9,232.84,274.11,16.49,0.25335
12.622,4556.5,231.01,272.47,16.49,0.25176
12.672,4568,229.18,270.82,16.49,0.25023
12.722,4579.4,227.35,269.19,16.49,0.24875
12.772,4590.8,225.52,267.56,16.49,0.2474
12.822,4602,223.69,265.93,16.49,0.24597
12.872,4613.1,221.87,264.31,16.49,0.24449
12.922,4624.2,220.05,262.7,16.49,0.24299
12.972,4635.1,218.22,261.09,16.49,0.24167
13.022,4646,216.4,259.49,16.49,0.2402
13.072,4656.8,214.58,257.89,16.49,0.23865
13.122,4667.5,212.76,256.31,16.49,0.2372
13.172,4678.1,210.94,254.72,16.49,0.23575
13.222,4688.6,209.13,253.15,16.49,0.23452
13.272,4699,207.33,251.58,16.49,0.23321
13.322,4709.3,205.53,250.01,16.49,0.23181
13.372,4719.5,203.74,248.45,16.49,0.23041
13.422,4729.7,201.94,246.9,16.49,0.22897
13.472,4739.7,200.16,245.36,16.49,0.2275
13.522,4749.7,198.37,243.82,16.49,0.22593
13.572,4759.6,196.59,242.28,16.49,0.22456
13.622,4769.3,194.81,240.76,16.49,0.22318
13.672,4779,193.03,239.24,16.49,0.22165
13.722,4788.6,191.25,237.72,16.49,0.22003
13.772,4798.2,189.47,236.22,16.49,0.21869
13.822,4807.6,187.7,234.72,16.49,0.21766
13.872,4816.9,185.94,233.22,16.49,0.21633
13.922,4826.2,184.18,231.74,16.49,0.21489
13.972,4835.3,182.43,230.26,16.49,0.21368
14.022,4844.4,180.68,228.78,16.49,0.21243
14.072,4853.4,178.93,227.31,16.49,0.21092
14.122,4862.3,177.18,225.85,16.49,0.20954
14.172,4871.1,175.43,224.4,16.49,0.20829
14.222,4879.9,173.68,222.95,16.49,0.20714
14.272,4888.5,171.94,221.51,16.49,0.20598
14.322,4897.1,170.2,220.08,16.49,0.20482
14.372,4905.5,168.47,218.65,16.49,0.20342
14.422,4913.9,166.73,217.23,16.49,0.20207
14.472,4922.2,164.99,215.82,16.49,0.20076
14.522,4930.4,163.26,214.41,16.49,0.19947
14.572,4938.5,161.52,213.01,16.49,0.19837
14.622,4946.6,159.79,211.62,16.49,0.19719
14.672,4954.5,158.06,210.24,16.49,0.196
14.722,4962.4,156.34,208.86,16.49,0.19483
14.772,4970.1,154.62,207.49,16.49,0.19372
14.822,4977.8,152.9,206.13,16.49,0.19267
14.872,4985.4,151.18,204.77,16.49,0.19166
14.922,4992.9,149.47,203.42,16.49,0.1904
14.972,5000.4,147.76,202.08,16.49,0.1891
15.022,5007.7,146.05,200.75,16.49,0.18803
15.072,5015,144.35,199.43,16.49,0.1869
15.122,5022.2,142.64,198.11,16.49,0.18584
15.172,5029.2,140.94,196.8,16.49,0.18458
15.222,5036.2,139.24,195.5,16.49,0.18332
15.272,5043.2,137.54,194.21,16.49,0.18218
15.322,5050,135.84,192.93,16.49,0.18118
15.372,5056.7,134.14,191.65,16.49,0.18019
15.422,5063.4,132.45,190.39,16.49,0.17916
15.472,5070,130.76,189.13,16.49,0.17826
15.522,5076.5,129.08,187.88,16.49,0.17739
15.572,5082.9,127.4,186.64,16.49,0.17636
15.622,5089.2,125.72,185.41,16.49,0.1752
15.672,5095.5,124.04,184.18,16.49,0.17417
15.722,5101.6,122.36,182.97,16.49,0.17319
15.772,5107.7,120.68,181.76,16.49,0.17196
15.822,5113.7,119.01,180.57,16.49,0.17096
15.872,5119.6,117.33,179.38,16.49,0.17029
15.922,5125.4,115.67,178.2,16.49,0.16946
15.972,5131.2,114,177.04,16.49,0.16817
16.022,5136.8,112.33,175.88,16.49,0.16696
16.072,5142.4,110.66,174.73,16.49,0.16584
16.122,5147.9,108.98,173.59,16.49,0.16476
16.172,5153.3,107.32,172.47,16.49,0.16376
16.222,5158.6,105.65,171.35,16.49,0.1626
16.272,5163.9,103.98,170.25,16.49,0.16152
16.322,5169,102.31,169.15,16.49,0.16044
16.372,5174.1,100.65,168.07,16.49,0.1593
16.422,5179.1,98.984,167,16.49,0.15821
16.472,5184,97.323,165.94,16.49,0.1571
16.522,5188.8,95.663,164.89,16.49,0.15592
16.572,5193.6,94.005,163.85,16.49,0.15472
16.622,5198.2,92.348,162.83,16.49,0.15361
16.672,5202.8,90.695,161.81,16.49,0.15273
16.722,5207.3,89.047,160.81,16.49,0.15192
16.772,5211.7,87.405,159.82,16.49,0.15102
16.822,5216,85.766,158.85,16.49,0.15011
16.872,5220.3,84.133,157.88,16.49,0.14961
16.922,5224.5,82.506,156.93,16.49,0.1488
16.972,5228.5,80.882,155.99,16.49,0.14779
17.022,5232.5,79.26,155.07,16.49,0.147
17.072,5236.5,77.641,154.15,16.49,0.14623
17.122,5240.3,76.025,153.25,16.49,0.14546
17.172,5244.1,74.412,152.36,16.49,0.14493
17.222,5247.7,72.804,151.49,16.49,0.14425
17.272,5251.3,71.195,150.63,16.49,0.14347
17.322,5254.9,69.589,149.78,16.49,0.14285
17.372,5258.3,67.984,148.95,16.49,0.14204
17.422,5261.7,66.378,148.13,16.49,0.14132
17.472,5264.9,64.773,147.32,16.49,0.14047
17.522,5268.1,63.167,146.53,16.49,0.13978
17.572,5271.3,61.562,145.76,16.49,0.13936
17.622,5274.3,59.959,145,16.49,0.13868
17.672,5277.3,58.356,144.25,16.49,0.13794
17.722,5280.1,56.752,143.52,16.49,0.13734
17.772,5282.9,55.15,142.81,16.49,0.13663
17.822,5285.6,53.546,142.11,16.49,0.13599
17.872,5288.3,51.945,141.43,16.49,0.13562
17.922,5290.8,50.345,140.76,16.49,0.1349
17.972,5293.3,48.745,140.11,16.49,0.13429
18.022,5295.7,47.147,139.47,16.49,0.134
18.072,5298,45.552,138.86,16.49,0.13374
18.122,5300.3,43.959,138.26,16.49,0.13311
18.172,5302.4,42.365,137.67,16.49,0.13235
18.222,5304.5,40.773,137.1,16.49,0.1318
18.272,5306.5,39.182,136.55,16.49,0.13136
18.322,5308.4,37.593,136.02,16.49,0.13091
18.372,5310.3,36.006,135.51,16.49,0.1305
18.422,5312,34.421,135.01,16.49,0.12999
18.472,5313.7,32.837,134.53,16.49,0.1296
18.522,5315.3,31.256,134.07,16.49,0.1293
18.572,5316.8,29.676,133.63,16.49,0.12878
18.622,5318.3,28.097,133.2,16.49,0.12805
18.672,5319.6,26.519,132.8,16.49,0.12736
18.722,5320.9,24.942,132.41,16.49,0.12677
18.772,5322.1,23.367,132.04,16.49,0.12666
18.822,5323.3,21.794,131.69,16.49,0.12636
18.872,5324.3,20.223,131.36,16.49,0.1259
18.922,5325.3,18.654,131.05,16.49,0.12565
18.972,5326.2,17.087,130.75,16.49,0.12545
19.022,5327,15.522,130.48,16.49,0.12541
19.072,5327.7,13.96,130.22,16.49,0.12557
19.122,5328.4,12.4,129.99,16.49,0.12534
19.172,5329,10.84,129.77,16.49,0.12483
19.222,5329.5,9.2822,129.57,16.49,0.12445
19.272,5329.9,7.7249,129.39,16.49,0.12424
19.322,5330.2,6.1692,129.23,16.49,0.12443
19.372,5330.5,4.6153,129.09,16.49,0.12465
19.422,5330.7,3.0627,128.97,16.49,0.12453
19.472,5330.8,1.5107,128.87,16.49,0.12431
19.522,5330.9,-0.04044,128.79,16.49,0.12437
19.572,5330.8,-1.5907,128.72,16.49,0.12434
19.622,5330.7,-3.1404,128.68,16.49,0.12422
19.672,5330.5,-4.6895,128.65,16.49,0.12438
19.722,5330.2,-6.238,128.65,16.49,0.12463
19.772,5329.9,-7.7861,128.66,16.49,0.12472
19.822,5329.5,-9.3338,128.7,16.49,0.12479
19.872,5329,-10.881,128.75,16.49,0.12463
19.922,5328.4,-12.428,128.82,16.49,0.12421
19.972,5327.7,-13.975,128.91,16.49,0.1241
20.022,5327,-15.521,129.02,16.49,0.1242
20.072,5326.2,-17.066,129.15,16.49,0.12453
20.122,5325.3,-18.612,129.3,16.49,0.12471
20.172,5324.3,-20.158,129.47,16.49,0.12485
20.222,5323.2,-21.702,129.65,16.49,0.12482
20.272,5322.1,-23.247,129.86,16.49,0.12514
20.322,5320.9,-24.792,130.08,16.49,0.12561
20.372,5319.6,-26.337,130.32,16.49,0.12595
20.422,5318.3,-27.882,130.58,16.49,0.12625
20.472,5316.9,-29.428,130.86,16.49,0.12644
20.522,5315.3,-30.972,131.15,16.49,0.12672
20.572,5313.8,-32.517,131.47,16.49,0.12708
20.622,5312.1,-34.062,131.8,16.49,0.12737
20.672,5310.4,-35.607,132.14,16.49,0.12775
20.722,5308.5,-37.151,132.51,16.49,0.12776
20.772,5306.6,-38.694,132.89,16.49,0.12785
20.822,5304.7,-40.237,133.29,16.49,0.12845
20.872,5302.6,-41.781,133.71,16.49,0.12904
20.922,5300.5,-43.325,134.14,16.49,0.12941
20.972,5298.3,-44.868,134.59,16.49,0.12956
21.022,5296,-46.411,135.06,16.49,0.13009
21.072,5293.6,-47.955,135.54,16.49,0.13048
21.122,5291.2,-49.497,136.04,16.49,0.13083
21.172,5288.7,-51.04,136.55,16.49,0.13126
21.222,5286.1,-52.581,137.08,16.49,0.13147
21.272,5283.4,-54.122,137.62,16.49,0.13176
21.322,5280.7,-55.661,138.18,16.49,0.13204
21.372,5277.9,-57.2,138.75,16.49,0.13218
21.422,5275,-58.735,139.34,16.49,0.13244
21.472,5272,-60.271,139.95,16.49,0.13308
21.522,5268.9,-61.809,140.56,16.49,0.13391
21.572,5265.8,-63.349,141.19,16.49,0.13459
21.622,5262.6,-64.888,141.84,16.49,0.13491
21.672,5259.3,-66.426,142.5,16.49,0.1354
21.722,5256,-67.966,143.17,16.49,0.13605
21.772,5252.5,-69.505,143.85,16.49,0.13653
21.822,5249,-71.045,144.55,16.49,0.13729
21.872,5245.4,-72.586,145.26,16.49,0.13801
21.922,5241.8,-74.127,145.98,16.49,0.13853
21.972,5238,-75.669,146.72,16.49,0.13916
22.022,5234.2,-77.21,147.46,16.49,0.1397
22.072,5230.3,-78.749,148.22,16.49,0.1403
22.122,5226.3,-80.29,148.99,16.49,0.14107
22.172,5222.3,-81.831,149.77,16.49,0.14177
22.222,5218.1,-83.372,150.57,16.49,0.14261
22.272,5213.9,-84.915,151.37,16.49,0.14361
22.322,5209.6,-86.46,152.18,16.49,0.14448
22.372,5205.3,-88.004,153.01,16.49,0.14508
22.422,5200.8,-89.546,153.84,16.49,0.14578
22.472,5196.3,-91.089,154.69,16.49,0.14669
22.522,5191.7,-92.631,155.54,16.49,0.14751
22.572,5187.1,-94.173,156.4,16.49,0.14827
22.622,5182.3,-95.713,157.28,16.49,0.14916
22.672,5177.5,-97.254,158.16,16.49,0.14995
22.722,5172.6,-98.79,159.05,16.49,0.15048
22.772,5167.6,-100.32,159.95,16.49,0.15135
22.822,5162.6,-101.86,160.86,16.49,0.15243
22.872,5157.4,-103.39,161.78,16.49,0.15338
22.922,5152.2,-104.93,162.71,16.49,0.15418
22.972,5146.9,-106.46,163.64,16.49,0.15466
23.022,5141.6,-107.98,164.58,16.49,0.15523
23.072,5136.1,-109.51,165.53,16.49,0.15612
23.122,5130.6,-111.03,166.49,16.49,0.15706
23.172,5125,-112.55,167.45,16.49,0.158
23.222,5119.4,-114.07,168.42,16.49,0.15888
23.272,5113.6,-115.59,169.4,16.49,0.15966
23.322,5107.8,-117.11,170.39,16.49,0.16073
23.372,5101.9,-118.64,171.38,16.49,0.16174
23.422,5095.9,-120.16,172.38,16.49,0.1626
23.472,5089.9,-121.68,173.39,16.49,0.16339
23.522,5083.8,-123.2,174.4,16.49,0.16394
23.572,5077.6,-124.72,175.42,16.49,0.16481
23.622,5071.3,-126.25,176.44,16.49,0.1661
23.672,5064.9,-127.78,177.47,16.49,0.16711
23.722,5058.5,-129.32,178.51,16.49,0.16798
23.772,5052,-130.85,179.55,16.49,0.16871
23.822,5045.4,-132.39,180.6,16.49,0.16938
23.872,5038.8,-133.92,181.65,16.49,0.17007
23.922,5032,-135.44,182.71,16.49,0.171
23.972,5025.2,-136.97,183.77,16.49,0.17193
24.022,5018.3,-138.5,184.84,16.49,0.17274
24.072,5011.4,-140.02,185.92,16.49,0.17392
24.122,5004.3,-141.54,186.99,16.49,0.17502
24.172,4997.2,-143.06,188.08,16.49,0.17586
24.222,4990,-144.57,189.17,16.49,0.17695
24.272,4982.8,-146.08,190.26,16.49,0.17824
24.322,4975.4,-147.59,191.35,16.49,0.17945
24.372,4968,-149.1,192.45,16.49,0.18061
24.422,4960.5,-150.61,193.55,16.49,0.18161
24.472,4953,-152.11,194.66,16.49,0.18262
24.522,4945.3,-153.6,195.77,16.49,0.18361
24.572,4937.6,-155.09,196.88,16.49,0.18446
24.622,4929.8,-156.57,198,16.49,0.18549
24.672,4921.9,-158.05,199.12,16.49,0.18657
24.722,4914,-159.53,200.24,16.49,0.18743
24.772,4906,-161,201.36,16.49,0.18824
24.822,4897.9,-162.46,202.49,16.49,0.18901
24.872,4889.7,-163.92,203.62,16.49,0.18985
24.922,4881.5,-165.37,204.76,16.49,0.19107
24.972,4873.2,-166.84,205.89,16.49,0.19236
25.022,4864.8,-168.31,207.03,16.49,0.19324
25.072,4856.4,-169.77,208.17,16.49,0.19404
25.122,4847.8,-171.24,209.32,16.49,0.1951
25.172,4839.2,-172.71,210.46,16.49,0.19625
