Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.010,B,0.010,0.010,0,0.9568754,0,587.0241,61.8,0,0,79.78963,86.54812,1.689621,273.46140171393,273.253325417277,10.6657571577149,12.1538173886808,2.732533,0.1066576,88,88,0.01366266,0.000533288
0.02,B,0.02,0.01062319,0,0.9448687,0,588.1674,61.78744,0.01235395,0,79.76927,86.54812,1.694711,274.112438807018,273.90397138861,10.6884782021958,13.1426662502403,5.471573,0.2135424,88,88,0.05468319,0.002134288
0.03,B,0.03,0.01148751,0,0.9296644,0,589.3109,61.76229,0.01421352,0,79.74891,86.54812,1.699802,274.831836846538,274.622937207584,10.7135850172283,14.5909478960402,8.217802,0.3206782,88,88,0.1231301,0.004805391
0.04,B,0.04,0.0127534,0,0.9099092,0,590.4544,61.73709,0.01714639,0,79.72855,86.54812,1.704893,275.551527072274,275.342195002883,10.7387021029865,16.380847115474,10.97122,0.4280652,88,88,0.2190752,0.008549107
0.05,B,0.05,0.01431789,0,0.8887665,0,591.598,61.71185,0.02110896,0,79.70818,86.54812,1.709983,276.271531933147,276.061767215581,10.7638301035636,18.4162465662967,13.73184,0.5357035,88,88,0.3425905,0.01336795
0.05999999,B,0.05999999,0.01609696,0,0.8681082,0,592.7417,61.68655,0.02606039,0,79.68782,86.54812,1.715074,276.991955627897,276.781757979283,10.7889727251631,20.6274843165298,16.49966,0.6435932,88,88,0.493748,0.01926443
0.06999999,B,0.06999999,0.01802973,0,0.8487879,0,593.8854,61.66121,0.03196646,0,79.66746,86.54812,1.720165,277.712690873518,277.502060075649,10.8141262236442,22.96642768197,19.27468,0.7517344,88,88,0.6726197,0.02624107
0.07999999,B,0.07999999,0.02007412,0,0.8310784,0,595.0292,61.63581,0.03879981,0,79.64709,86.54812,1.725255,278.433849674454,278.222785442002,10.8392945079502,25.4001909932452,22.05691,0.8601273,88,88,0.8792776,0.03430038
0.08999999,B,0.08999999,0.0222014,0,0.8149732,0,596.173,61.61037,0.04653881,0,79.62673,86.54812,1.730346,279.155413721256,278.943915780082,10.864476939098,27.9061345285378,24.84635,0.9687721,88,88,1.113794,0.04344488
0.09999999,B,0.09999999,0.02439178,0,0.8003516,0,597.317,61.58488,0.05516646,0,79.60638,86.54812,1.735436,279.877426039366,279.665494089651,10.8896750186784,30.4684446155833,27.64301,1.077669,88,88,1.376241,0.05367708
0.11,B,0.11,0.02663143,0,0.7870564,0,598.4246,61.55933,0.06466931,0,79.58601,86.54812,1.740527,280.580787999185,280.368433222823,10.9142222088111,33.075670468002,30.44669,1.186811,88,88,1.666689,0.06499948
0.12,B,0.12,0.02891034,0,0.7749311,0,599.5322,61.53374,0.0750358,0,79.56565,86.54812,1.745618,281.284550596149,281.071772726581,10.9387833150975,35.7196518927512,33.25741,1.296199,88,88,1.98521,0.07741453
