Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.010,B,0.010,0.010,0,0.6596469,0,447.3277,70.58,0,0,56.98982,91.34261,8.588198,171.764267022867,171.616777780407,7.11653076808519,11.9312357559634,1.716168,0.07116531,88,88,0.00858084,0.0003558265
0.02,B,0.02,0.01042864,0,0.65906,0,448.2086,70.57043,0.008304335,0,56.96964,91.34261,8.593243,172.189749912148,172.042010541902,7.13138019656677,12.3656137907527,3.436588,0.1424791,88,88,0.03434462,0.001424049
0.03,B,0.03,0.01080831,0,0.6583939,0,449.0896,70.55128,0.008910992,0,56.94947,91.34261,8.598287,172.646666116693,172.498658091238,7.14732662825651,13.0170353825874,5.161574,0.2139524,88,88,0.07733543,0.003206206
0.04,B,0.04,0.0113777,0,0.6571777,0,449.9706,70.5321,0.00985633,0,56.92929,91.34261,8.603331,173.10383413459,172.955557249509,7.16328197179292,13.8566291340492,6.891129,0.2855852,88,88,0.1375989,0.005703894
0.05,B,0.05,0.01211156,0,0.6552988,0,450.8516,70.51287,0.01113684,0,56.90911,91.34261,8.608375,173.561204979187,173.412659069308,7.17924427354436,14.8541180837448,8.625256,0.3573776,88,88,0.2151809,0.008918708
0.05999999,B,0.05999999,0.01298343,0,0.6527238,0,451.7327,70.49361,0.01274764,0,56.88894,91.34261,8.61342,174.018800584708,173.869985467233,7.19521442101783,15.981455344046,10.36396,0.4293297,88,88,0.310127,0.01285224
0.06999999,B,0.06999999,0.0139688,0,0.6495013,0,452.6138,70.4743,0.01468311,0,56.86876,91.34261,8.618464,174.476643432451,174.327558906624,7.21119332094663,17.2145356827997,12.10724,0.5014416,88,88,0.422483,0.0175061
0.07999999,B,0.07999999,0.01504659,0,0.6457331,0,453.4949,70.45496,0.01693743,0,56.84858,91.34261,8.623507,174.934699184197,174.78534507989,7.22717953073248,18.5335524101054,13.85509,0.5737134,88,88,0.5522946,0.02288187
0.08999999,B,0.08999999,0.0161995,0,0.6415426,0,454.3761,70.43559,0.01950496,0,56.82841,91.34261,8.628551,175.392990300423,175.243366429552,7.24317395634816,19.9226555063391,15.60752,0.6461452,88,88,0.6996077,0.02898117
0.09999999,B,0.09999999,0.01741367,0,0.6370507,0,455.2573,70.41617,0.02238045,0,56.80823,91.34261,8.633596,175.851506173591,175.701612354631,7.25917622760198,21.3693173691919,17.36454,0.718737,88,88,0.864468,0.03580558
0.11,B,0.11,0.01867816,0,0.6323639,0,456.118,70.39671,0.02555916,0,56.78805,91.34261,8.63864,176.300910396852,176.150751941786,7.27486062425346,22.8635886461632,19.12605,0.7914856,88,88,1.046921,0.04335669
0.12,B,0.12,0.01998426,0,0.6275696,0,456.9787,70.37722,0.02903665,0,56.76788,91.34261,8.643684,176.75054901065,176.600125739889,7.29055308063424,24.3976968241558,20.89205,0.8643911,88,88,1.247011,0.05163607
0.13,B,0.13,0.02132519,0,0.6227357,0,457.8395,70.35769,0.03280915,0,56.7477,91.34261,8.648729,177.200429881964,177.049741606518,7.30625399353416,25.9655079076096,22.66255,0.9374536,88,88,1.464784,0.0606453
0.14,B,0.14,0.02269557,0,0.617914,0,458.7003,70.33812,0.03687333,0,56.72752,91.34261,8.653773,177.650569432312,177.499615953791,7.32196393607971,27.5621393455401,24.43755,1.010673,88,88,1.700285,0.07038593
0.15,B,0.15,0.02409115,0,0.6131421,0,459.5611,70.31851,0.04122633,0,56.70734,91.34261,8.658817,178.100914069584,177.949695221451,7.33768103790822,29.1836837255149,26.21705,1.08405,88,88,1.953558,0.08085955
0.16,B,0.16,0.02550851,0,0.608447,0,460.4219,70.29887,0.04586561,0,56.68717,91.34261,8.663861,178.551521731543,178.400037313393,7.353407321071,30.8269899568934,28.00105,1.157584,88,88,2.224648,0.09206772
0.17,B,0.17,0.0269449,0,0.6038473,0,461.2828,70.27918,0.05078907,0,56.66699,91.34261,8.668906,179.00239434305,178.850644153608,7.36914285275807,32.4895076375075,29.78956,1.231275,88,88,2.513602,0.104012
0.18,B,0.18,0.02839808,0,0.5993553,0,462.1438,70.25947,0.05599481,0,56.64681,91.34261,8.67395,179.453496668515,179.301480527567,7.38488640259038,34.1691329380589,31.58257,1.305124,88,88,2.820462,0.116694
0.19,B,0.19,0.02986622,0,0.5949787,0,463.0047,70.23972,0.06148125,0,56.62664,91.34261,8.678994,179.904853361854,179.75257107489,7.40063883166818,35.864156377656,33.3801,1.37913,88,88,3.145276,0.1301153
0.2,B,0.2,0.03134782,0,0.5907215,0,463.8442,70.21992,0.06724705,0,56.60646,91.34261,8.684039,180.346622274134,180.194079451832,7.41605664730438,37.5730400526563,35.18204,1.453291,88,88,3.488086,0.1442774
0.21,B,0.21,0.03284154,0,0.5865853,0,464.6838,70.2001,0.07329066,0,56.58628,91.34261,8.689083,180.788657207412,180.635853650785,7.43148374897146,39.2945922561768,36.9884,1.527606,88,88,3.848938,0.1591819
0.22,B,0.22,0.03434634,0,0.58257,0,465.5234,70.18023,0.07961116,0,56.5661,91.34261,8.694127,181.23093155823,181.077867084219,7.44691920821516,41.0278029449825,38.79918,1.602075,88,88,4.227876,0.1748303
0.23,B,0.23,0.03586134,0,0.5786737,0,466.363,70.16032,0.08620761,0,56.54593,91.34261,8.699171,181.673488667255,181.520163067464,7.46236453764305,42.7718173570115,40.61438,1.676699,88,88,4.624944,0.1912241
0.24,B,0.24,0.03738579,0,0.5748941,0,467.2026,70.14039,0.09307941,0,56.52575,91.34261,8.704216,182.116236363833,181.962649484512,7.47781651983155,44.525916523252,42.43401,1.751477,88,88,5.040186,0.208365
0.25,B,0.25,0.03891906,0,0.5712278,0,468.0423,70.12041,0.1002259,0,56.50557,91.34261,8.70926,182.559269162748,182.405420794578,7.49327845403612,46.2894679503177,44.25806,1.82641,88,88,5.473646,0.2262545
0.26,B,0.26,0.04046059,0,0.5676715,0,468.882,70.1004,0.1076468,0,56.4854,91.34261,8.714304,183.002546228235,182.848436186223,7.5087489150928,48.0619446282379,46.08654,1.901498,88,88,5.925369,0.244894
0.27,B,0.27,0.04200994,0,0.5642211,0,469.7218,70.08035,0.1153415,0,56.46522,91.34261,8.719349,183.446090578982,183.291718669814,7.52422858356329,49.8428920383369,47.91946,1.97674,88,88,6.395399,0.2642852
0.28,B,0.28,0.0435667,0,0.560873,0,470.5616,70.06027,0.1233101,0,56.44504,91.34261,8.724393,183.889863690255,183.735229733531,7.53971635984943,51.6318977200948,49.75681,2.052137,88,88,6.88378,0.2844296
0.29,B,0.29,0.0451305,0,0.5576229,0,471.3789,70.04015,0.1315522,0,56.42487,91.34261,8.729437,184.323594568511,184.168704455431,7.55485366270304,53.4285222901253,51.5985,2.127686,88,88,7.390557,0.3053287
0.3,B,0.3,0.04670098,0,0.5544673,0,472.1963,70.02,0.1400675,0,56.40469,91.34261,8.734481,184.757567986136,184.602421535438,7.56999943223499,55.2324470188886,53.44452,2.203386,88,88,7.915772,0.326984
0.31,B,0.31,0.04827784,0,0.5514022,0,473.0137,69.9998,0.1488557,0,56.38451,91.34261,8.739526,185.191792675235,185.036389705742,7.58515385026056,57.0434102392078,55.29488,2.279238,88,88,8.459469,0.3493971
0.32,B,0.32,0.04986086,0,0.5484239,0,473.8311,69.97958,0.157917,0,56.36433,91.34261,8.74457,185.626272196522,185.470612515098,7.60031728625119,58.8611817202687,57.14959,2.355241,88,88,9.021691,0.3725695
0.33,B,0.33,0.05144985,0,0.5455288,0,474.6486,69.95931,0.1672515,0,56.34416,91.34261,8.749614,186.061010969781,185.905094385889,7.61548977222168,60.6855395132433,59.00864,2.431396,88,88,9.602483,0.3965027
0.3399999,B,0.3399999,0.0530446,0,0.5427132,0,475.4661,69.93902,0.1768593,0,56.32398,91.34261,8.754658,186.495965397819,186.33979175195,7.63066966291503,62.51630453353,60.87204,2.507703,88,88,10.20189,0.4211982
0.3499999,B,0.3499999,0.05464496,0,0.539974,0,476.2836,69.91869,0.1867406,0,56.3038,91.34261,8.759703,186.931201087901,186.774770171861,7.64585949477948,64.35330831129,62.73979,2.584162,88,88,10.81995,0.4466575
0.3599999,B,0.3599999,0.05625079,0,0.5373078,0,477.1012,69.89832,0.1968957,0,56.28363,91.34261,8.764747,187.366677853715,187.209989493332,7.66105761917423,66.1964002424761,64.61189,2.660773,88,88,11.4567,0.4728822
0.3699999,B,0.3699999,0.05786195,0,0.5347116,0,477.9188,69.87791,0.2073251,0,56.26345,91.34261,8.769791,187.802427469682,187.64548146214,7.67626539058863,68.0454548848575,66.48835,2.737536,88,88,12.11221,0.4998737
0.3799999,B,0.3799999,0.05947833,0,0.5321825,0,478.713,69.85748,0.2180289,0,56.24327,91.34261,8.774836,188.227611197607,188.070413760259,7.69110429017593,69.9002422943549,68.36906,2.814447,88,88,12.78649,0.5276337
0.3899999,B,0.3899999,0.06109973,0,0.5297179,0,479.5072,69.83701,0.2290068,0,56.22309,91.34261,8.77988,188.653021074986,188.495572034765,7.70595120707454,71.760642788213,70.25401,2.891506,88,88,13.47961,0.5561634
0.3999999,B,0.3999999,0.06272604,0,0.527315,0,480.3015,69.8165,0.2402594,0,56.20292,91.34261,8.784924,189.078710834554,188.921009996832,7.7208077708072,73.6265865731548,72.14323,2.968714,88,88,14.19159,0.5854645
0.4099999,B,0.4099999,0.06435721,0,0.5249714,0,481.0957,69.79596,0.2517871,0,56.18274,91.34261,8.789968,189.504642097997,189.346689280966,7.73567288781167,75.497964034119,74.0367,3.046071,88,88,14.92249,0.6155385
0.4199999,B,0.4199999,0.06599315,0,0.5226846,0,481.89,69.77538,0.2635904,0,56.16256,91.34261,8.795012,189.930812328422,189.772607361993,7.75054622364956,77.3747029586171,75.93443,3.123576,88,88,15.67235,0.6463867
0.4299999,B,0.4299999,0.06763379,0,0.5204525,0,482.6844,69.75478,0.2756696,0,56.14239,91.34261,8.800056,190.357253596797,190.198796282025,7.76542914359128,79.2567291892652,77.83642,3.20123,88,88,16.4412,0.6780108
0.4399998,B,0.4399998,0.06927906,0,0.5182728,0,483.4788,69.73413,0.2880253,0,56.12221,91.34261,8.8051,190.783935009084,190.625225175515,7.78032032338565,81.143974729614,79.74267,3.279033,88,88,17.2291,0.7104121
