0.3, 0, 0, 28.39912, 11.46451, 0, 966.736, -1289.057, -3.194287, 0.02042972, 0.1612821, 43.01623, 3.13655, 2.377186, 93.4938
0.8099995, -0.0863058, -0.1134508, 56.33576, 11.11626, 0.1430844482082104825866939214, 6567.398, -1323.121, -3.194287, 0.02042972, 0.1612821, 112.3297, 3.118896, 2.355363, 95.78382
 
0.8199995, -0.06945342, -0.1143138, 56.90072, 11.11538, 0.1249922998385852648207845864, 6726.62, -1323.799, -3.194287, 0.02042972, 0.1612821, 113.6894, 3.121094, 2.354935, 95.82873
 
0.8299995, -0.05186536, -0.1150083, 57.46682, 11.11529, 0.1070618875073001948193575465, 6887.711, -1324.477, -3.194287, 0.02042972, 0.1612821, 115.049, 3.123282, 2.354507, 95.87363
 
0.8399995, -0.0335607, -0.115527, 58.03421, 11.116, 0.0893112198573007415283163412, 7050.719, -1325.155, -3.194287, 0.02042972, 0.1612821, 116.4089, 3.125458, 2.354079, 95.91853
 
0.8499995, -0.01455873, -0.1158626, 58.60633, 11.12068, 0.0717597468173138993313694124, 7215.714, -1325.833, -3.194287, 0.02042972, 0.1612821, 117.7696, 3.127619, 2.353651, 95.96343
 
0.8599995, 0.005111284, -0.1160082, 59.18078, 11.12695, 0.0544278989847409031833229085, 7382.692, -1326.513, -3.194287, 0.02042972, 0.1612821, 119.1313, 3.129762, 2.353223, 96.00833
 
0.8699995, 0.02541863, -0.1159571, 59.75859, 11.13562, 0.0373375928186127955264197480, 7551.738, -1327.192, -3.194287, 0.02042972, 0.1612821, 120.4944, 3.131884, 2.352795, 96.05324
 
0.8799995, 0.04633391, -0.1157029, 60.34315, 11.14987, 0.0205097343920526052796460704, 7722.911, -1327.872, -3.194287, 0.02042972, 0.1612821, 121.8594, 3.133982, 2.352367, 96.09814
 
0.8899994, 0.06780719, -0.1152396, 60.92963, 11.16494, 0.0039711524226374049491293621, 7896.206, -1328.552, -3.194287, 0.02042972, 0.1612821, 123.2263, 3.136052, 2.351939, 96.14304
 
0.8999994, 0.08972488, -0.1145615, 61.51125, 11.17443, -0.0122573733147482596632809695, 8071.498, -1329.233, -3.194287, 0.02042972, 0.1612821, 124.5939, 3.135014, 2.351511, 96.18794
 
0.9099994, 0.1118804, -0.1136642, 62.09115, 11.18152, -0.0281469740145104064064135168, 8248.778, -1329.914, -3.194287, 0.02042972, 0.1612821, 125.9623, 3.133028, 2.351084, 96.23284
 
0.9199994, 0.1342105, -0.1125454, 62.66481, 11.18222, -0.0436749412533697708190838328, 8427.886, -1330.595, -3.194287, 0.02042972, 0.1612821, 127.3303, 3.131096, 2.350656, 96.27775
 
0.9299994, 0.1566607, -0.1112033, 63.2347, 11.17892, -0.0588154997896443925133990559, 8608.834, -1331.276, -3.194287, 0.02042972, 0.1612821, 128.6978, 3.129218, 2.350228, 96.32265
 
0.9399994, 0.1791833, -0.1096367, 63.81011, 11.18041, -0.0735427361965206456930243902, 8791.785, -1331.959, -3.194287, 0.02042972, 0.1612821, 130.0662, 3.127399, 2.3498, 96.36755
 
0.9499994, 0.2017181, -0.1078449, 64.39265, 11.1883, -0.0878306033196388697234260678, 8976.752, -1332.641, -3.194287, 0.02042972, 0.1612821, 131.4355, 3.12564, 2.349372, 96.41245
 
0.9599994, 0.2242012, -0.1058277, 64.98045, 11.20021, -0.1016532768838827458383476341, 9163.908, -1333.324, -3.194287, 0.02042972, 0.1612821, 132.807, 3.123944, 2.348944, 96.45736
 
0.9699994, 0.2465665, -0.1035857, 65.57507, 11.21773, -0.1149839370868455711551699982, 9353.244, -1334.007, -3.194287, 0.02042972, 0.1612821, 134.1806, 3.122314, 2.348516, 96.50226
 
0.9799994, 0.2687313, -0.10112, 66.16399, 11.22885, -0.1277988695769246581565544469, 9544.597, -1334.69, -3.194287, 0.02042972, 0.1612821, 135.5549, 3.120752, 2.348088, 96.54716
 
0.9899994, 0.2906287, -0.09843273, 66.74889, 11.23517, -0.1400739439612617339898341286, 9737.999, -1335.374, -3.194287, 0.02042972, 0.1612821, 136.9304, 3.119261, 2.34766, 96.59206
 
0.9999993, 0.3122116, -0.09552644, 67.34842, 11.25433, -0.1517835885612180404676777382, 9933.81, -1336.058, -3.194287, 0.02042972, 0.1612821, 138.3094, 3.117842, 2.347233, 96.63696
 
1.009999, 0.3333978, -0.09240433, 67.9577, 11.28154, -0.1629024397187829092427438827, 10132, -1336.743, -3.194287, 0.02042972, 0.1612821, 139.6916, 3.116498, 2.346805, 96.68187
 
1.019999, 0.3540841, -0.08907035, 68.55562, 11.29673, -0.1734089672989490418760766870, 10332.22, -1337.428, -3.194287, 0.02042972, 0.1612821, 141.0746, 3.115232, 2.346377, 96.72677
 
1.029999, 0.3741964, -0.08552951, 69.14536, 11.30307, -0.1832808833772782412258998829, 10534.48, -1338.114, -3.194287, 0.02042972, 0.1612821, 142.4584, 3.114046, 2.345949, 96.77168
 
1.039999, 0.3936657, -0.08178754, 69.73486, 11.30861, -0.1924996146834053430073999136, 10738.73, -1338.799, -3.194287, 0.02042972, 0.1612821, 143.8427, 3.11294, 2.345521, 96.81657
 
1.049999, 0.4124111, -0.07785089, 70.32413, 11.31334, -0.2010446563268472058501426125, 10944.98, -1339.485, -3.194287, 0.02042972, 0.1612821, 145.2276, 3.111917, 2.345093, 96.86147
 
1.059999, 0.4303511, -0.07372677, 70.91316, 11.31727, -0.2088968406925869802122003890, 11153.23, -1340.172, -3.194287, 0.02042972, 0.1612821, 146.6129, 3.11098, 2.344665, 96.90638
 
