Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.010,S,0.010,0.010,0,0.6155214,0,2918.413,157,0,0,79.98024,106.8544,4.23215,566.412474772841,556.810096028516,103.853784423143,13.935299454469,5.568101,1.038538,80,80,0.0278405,0.00519269
0.02,S,0.02,0.012016,0,0.5929256,0,2920.34,156.9393,0.0245383,0,79.96048,106.8544,4.235262,567.033739027149,557.42195166615,103.961670801357,17.7477372123414,11.14232,2.078155,80,80,0.1113926,0.02077615
0.03,S,0.03,0.01530336,0,0.5649931,0,2922.268,156.818,0.03792623,0,79.94072,106.8544,4.238374,567.889856199108,558.265103360446,104.11034119526,22.3696962739825,16.72497,3.119258,80,80,0.2507291,0.04676322
0.04,S,0.04,0.01928874,0,0.5400483,0,2924.197,156.6965,0.0575919,0,79.92096,106.8544,4.241486,568.746363192746,559.108638846386,104.259079280014,27.3997835646151,22.31606,4.161849,80,80,0.4459342,0.08316875
0.05,S,0.05,0.02362606,0,0.5195127,0,2926.126,156.575,0.08311827,0,79.9012,106.8544,4.244597,569.603489886301,559.952784521654,104.407924972676,32.6543884700156,27.91559,5.205928,80,80,0.6970924,0.1300076
0.05999999,S,0.05999999,0.02815698,0,0.5026777,0,2928.055,156.4534,0.1142288,0,79.88144,106.8544,4.247709,570.461145231912,560.797450717592,104.556862462275,38.0444356482962,33.52356,6.251496,80,80,1.004288,0.1872948
0.06999999,S,0.06999999,0.0328047,0,0.4886769,0,2929.985,156.3317,0.1507311,0,79.86168,106.8544,4.250821,571.319480726402,561.642786636356,104.705918060225,43.5230180440454,39.13999,7.298555,80,80,1.367606,0.255045
0.07999999,S,0.07999999,0.03752878,0,0.4768292,0,2931.916,156.21,0.1924841,0,79.84192,106.8544,4.253932,572.178510517325,562.488806212572,104.855094217591,49.063485706446,44.76488,8.347106,80,80,1.78713,0.3332733
0.08999999,S,0.08999999,0.04230623,0,0.4666394,0,2933.847,156.0881,0.2393792,0,79.82216,106.8544,4.257044,573.038230567591,563.33550556954,105.004389702273,54.6497266990115,50.39824,9.39715,80,80,2.262946,0.4219946
0.09999999,S,0.09999999,0.04712319,0,0.4577498,0,2935.779,155.9662,0.2913305,0,79.8024,106.8544,4.260156,573.898646391074,564.182889938312,105.153806542424,60.2714686820973,56.04007,10.44869,80,80,2.795137,0.5212238
0.11,S,0.11,0.05197078,0,0.4498995,0,2937.711,155.8442,0.3482683,0,79.78264,106.8544,4.263268,574.759888462971,565.031087917661,105.303366862373,65.9218828469926,61.69038,11.50172,80,80,3.38379,0.6309758
0.12,S,0.12,0.05684311,0,0.4428938,0,2939.644,155.7221,0.410134,0,79.76288,106.8544,4.26638,575.621811602826,565.879956526746,105.453045447761,71.5962669499378,67.34918,12.55625,80,80,4.028987,0.7512657
0.13,S,0.13,0.06173614,0,0.4365855,0,2941.577,155.5999,0.4768795,0,79.74312,106.8544,4.269492,576.48453279823,566.729611081881,105.602862075669,77.2912779566117,73.01648,13.61228,80,80,4.730816,0.8821083
0.14,S,0.14,0.06664699,0,0.4308609,0,2943.511,155.4777,0.5484627,0,79.72337,106.8544,4.272604,577.348007097552,567.580007111816,105.752810016879,83.0044682662496,78.69228,14.66981,80,80,5.48936,1.023519
0.15,S,0.15,0.07157356,0,0.4256305,0,2945.445,155.3554,0.6248485,0,79.70361,106.8544,4.275715,578.212257630423,568.43116749582,105.902892752795,88.7340203794458,84.37659,15.72884,80,80,6.304704,1.175512
0.16,S,0.16,0.07651427,0,0.4208234,0,2947.38,155.2329,0.7060058,0,79.68385,106.8544,4.278827,579.077388764493,569.283195122083,106.053127864744,94.478553822932,90.06942,16.78937,80,80,7.176934,1.338103
0.17,S,0.17,0.08146794,0,0.416382,0,2949.315,155.1104,0.7919082,0,79.66409,106.8544,4.281939,579.943311687297,570.136002321869,106.203501012289,100.237001982264,95.77078,17.8514,80,80,8.106135,1.511307
0.18,S,0.18,0.08643366,0,0.4122595,0,2951.251,154.9879,0.8825327,0,79.64433,106.8544,4.28505,580.810020935873,570.989583917489,106.354010160697,106.008549616442,101.4807,18.91494,80,80,9.092393,1.695139
0.19,S,0.19,0.09141071,0,0.4084169,0,2953.188,154.8652,0.9778597,0,79.62457,106.8544,4.288162,581.677588025488,571.844010138712,106.504668816096,111.792446375907,107.1991,19.97999,80,80,10.13579,1.889613
0.2,S,0.2,0.09639847,0,0.404822,0,2955.096,154.7425,1.077869,0,79.6048,106.8544,4.291274,582.540085044603,572.69344296461,106.65444701987,117.588161555983,112.926,21.04653,80,80,11.23642,2.094746
0.21,S,0.21,0.1013965,0,0.4014692,0,2957.005,154.6197,1.182611,0,79.58504,106.8544,4.294386,583.403254682445,573.543538204553,106.804341474831,123.395255116372,118.6614,22.11457,80,80,12.39435,2.310551
0.22,S,0.22,0.1064043,0,0.3995371,0,2958.915,154.4968,1.295988,0,79.56528,106.8544,4.297498,584.266578769536,574.393785435135,106.954262750742,129.213361536514,124.4053,23.18411,80,80,13.60969,2.537045
0.23,S,0.23,0.1114217,0,0.3977105,0,2960.825,154.3738,1.414531,0,79.54552,106.8544,4.30061,585.13050419807,575.24462467977,107.104288990305,135.042177635667,130.1577,24.25515,80,80,14.8825,2.774241
0.24,S,0.24,0.1164484,0,0.395979,0,2962.735,154.2507,1.538242,0,79.52576,106.8544,4.303721,585.995243420682,576.096265375334,107.25445600187,140.881546484485,135.9187,25.32769,80,80,16.21288,3.022155
0.25,S,0.25,0.1214843,0,0.3953264,0,2964.647,154.1276,1.671322,0,79.506,106.8544,4.306833,586.859927077946,576.947851128505,107.404613905234,146.731159503077,141.6882,26.40174,80,80,17.60092,3.280802
0.26,S,0.26,0.1265291,0,0.3952604,0,2966.558,154.0044,1.812615,0,79.48624,106.8544,4.309945,587.724578540218,577.799405159645,107.554765665858,152.590832611583,147.4662,27.47729,80,80,19.04669,3.550198
0.27,S,0.27,0.1315826,4.729812,0.3951944,0,2968.471,153.8811,1.959864,0,79.46648,106.8544,4.313056,588.589893515485,578.6516,107.7051,158.460410162092,153.2527,28.55434,80,79.44556,20.57922,3.830356
0.28,S,0.28,0.1366448,4.576345,0.4608121,0.7447462,2970.384,153.7577,2.464355,4.283759,79.44672,106.8544,4.316168,589.383072089723,579.5856,107.0184,164.338524620444,159.0486,29.62453,79.99947,79.44894,22.16971,4.12125
0.29,S,0.29,0.1417144,4.432044,0.4565567,0.7207626,2972.297,153.6343,2.625972,4.447971,79.42696,106.8544,4.31928,590.248988537626,580.4437,107.14,170.226262188067,164.853,30.69593,79.99786,79.45222,23.81824,4.422853
0.3,S,0.3,0.1467923,4.295897,0.452677,0.6981953,2974.211,153.5107,2.793419,4.612186,79.4072,106.8544,4.322392,591.115635454181,581.3004,107.2732,176.123646815236,170.666,31.76866,79.99512,79.45535,25.52489,4.735176
0.31,S,0.31,0.1518787,4.167034,0.4491244,0.6768898,2976.126,153.3871,2.966702,4.776154,79.38744,106.8544,4.325504,591.983003770894,582.1556,107.4185,182.030523553251,176.4875,32.84285,79.99125,79.45831,27.28977,5.058233
0.32,S,0.32,0.1569733,4.044674,0.4458581,0.6567122,2978.041,153.2634,3.145818,4.939625,79.36768,106.8544,4.328616,592.851085114635,583.0092,107.5764,187.946935742005,182.3176,33.91861,79.98619,79.46111,29.11295,5.392041
0.33,S,0.33,0.1620763,3.928135,0.4428433,0.6375425,2979.957,153.1396,3.330769,5.102308,79.34792,106.8544,4.331727,593.719835613608,583.8611,107.7472,193.872748895386,188.1562,34.99608,79.9799,79.46368,30.99451,5.736614
0.3399999,S,0.3399999,0.1671874,3.81681,0.4400502,0.6192756,2981.873,153.0158,3.521556,5.263908,79.32816,106.8544,4.334839,594.589499701138,584.7114,107.9317,199.807931317223,194.0033,36.07539,79.97237,79.46603,32.93454,6.091971
0.3499999,S,0.3499999,0.1723067,3.710164,0.4374533,0.601818,2983.79,152.8918,3.718178,5.424108,79.3084,106.8544,4.337951,595.459642044866,585.5596,108.1302,205.752460307365,199.8589,37.15669,79.96354,79.46812,34.93313,6.458132
0.3599999,S,0.3599999,0.1774342,3.607705,0.4350307,0.5850868,2985.708,152.7678,3.920635,5.582572,79.28864,106.8544,4.341063,596.330669587679,586.406,108.3433,211.706318514036,205.723,38.24012,79.95339,79.46995,36.99036,6.835116
0.3699999,S,0.3699999,0.1825698,3.509007,0.4327634,0.5690058,2987.625,152.6437,4.128927,5.738925,79.26888,106.8544,4.344174,597.202364151424,587.2503,108.5714,217.669396015108,211.5955,39.32583,79.94189,79.47149,39.10632,7.222946
0.3799999,S,0.3799999,0.1877135,3.413689,0.4306351,0.5535098,2989.506,152.5196,4.343051,5.892793,79.24912,106.8544,4.347286,598.0667810031,588.0846,108.8135,223.641586795119,217.4763,40.41396,79.92901,79.47272,41.28108,7.621644
0.3899999,S,0.3899999,0.1928651,3.321388,0.4286315,0.5385386,2991.387,152.3953,4.563005,6.04379,79.22937,106.8544,4.350398,598.931978842155,588.9167,109.0717,229.622988115459,223.3655,41.50468,79.91471,79.47363,43.51473,8.031238
0.3999999,S,0.3999999,0.1980248,3.231781,0.4267399,0.5240366,2993.269,152.271,4.788792,6.191473,79.20961,106.8544,4.35351,599.7978057374,589.7464,109.3462,235.61350135983,229.263,42.59814,79.89896,79.47421,45.80736,8.451752
0.4099999,S,0.4099999,0.2031925,3.144597,0.4249494,0.5099536,2995.151,152.1466,5.020408,6.335382,79.18985,106.8544,4.356622,600.664417391716,590.5737,109.6378,241.613037536945,235.1687,43.69452,79.88175,79.47443,48.15905,8.883215
