Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.010,S,0.010,0.010,0,0.6155214,0,2181.151,150,0,0,79.97948,106.8544,4.232269,435.799736035609,433.888001498494,40.7751405190601,12.8956031062453,4.33888,0.4077514,85,85,0.0216944,0.002038757
0.02,S,0.02,0.0111195,0,0.6023142,0,2184.054,149.9544,0.02134608,0,79.95897,106.8544,4.235499,436.560278017839,434.64566504238,40.8414275323461,15.2640736284885,8.685337,0.8161657,85,85,0.08681548,0.008158343
0.03,S,0.03,0.01316176,0,0.5821713,0,2186.958,149.8632,0.02890697,0,79.93846,106.8544,4.23873,437.467198072241,435.549152610344,40.9204722551967,18.3864178738157,13.04083,1.22537,85,85,0.1954463,0.01836602
0.04,S,0.04,0.01585407,0,0.5610737,0,2189.862,149.7719,0.04042253,0,79.91795,106.8544,4.241961,438.374960654383,436.453479412176,40.9995907020702,21.9485759464674,17.40536,1.635366,85,85,0.3476773,0.0326697
0.05,S,0.05,0.01892563,0,0.5420346,0,2192.767,149.6805,0.05564767,0,79.89743,106.8544,4.245191,439.283322538274,437.358403196475,41.0787611022382,25.7734359117697,21.77894,2.046154,85,85,0.5435988,0.0510773
0.05999999,S,0.05999999,0.02222371,0,0.525584,0,2195.672,149.5889,0.0744032,0,79.87691,106.8544,4.248422,440.192726574096,438.264365083631,41.1580226271689,29.7639103236927,26.16158,2.457734,85,85,0.7833014,0.07359674
0.06999999,S,0.06999999,0.0256646,0,0.5114682,0,2198.577,149.4972,0.09656063,0,79.8564,106.8544,4.251652,441.102859893242,439.171053443566,41.2373474324607,33.865054544136,30.55329,2.870108,85,85,1.066876,0.1002359
0.07999999,S,0.07999999,0.02920094,0,0.4992881,0,2201.483,149.4053,0.1220261,0,79.83589,106.8544,4.254883,442.013986409574,440.078731137363,41.3167590961827,38.044268013341,34.95408,3.283275,85,85,1.394413,0.1310029
0.08999999,S,0.08999999,0.0328046,0,0.4886783,0,2204.39,149.3134,0.1507284,0,79.81538,106.8544,4.258113,442.92588490808,440.987177841711,41.3962377615279,42.2812649555394,39.36395,3.697237,85,85,1.766003,0.1659054
0.09999999,S,0.09999999,0.03645809,0,0.4793426,0,2207.296,149.2213,0.1826125,0,79.79486,106.8544,4.261344,443.838812083521,441.896649225811,41.4758063780717,46.5628839581662,43.78291,4.111995,85,85,2.181737,0.2049516
0.11,S,0.11,0.04015008,0,0.4710483,0,2210.204,149.1292,0.2176347,0,79.77435,106.8544,4.264575,444.752641547291,442.807019433726,41.5554533546817,50.8802678876603,48.21098,4.52755,85,85,2.641706,0.2481493
0.12,S,0.12,0.04387292,0,0.4636144,0,2213.111,149.0368,0.25576,0,79.75383,106.8544,4.267805,445.667430392039,443.718345315283,41.6351839543191,55.2272386117087,52.64816,4.943902,85,85,3.146002,0.2955066
0.13,S,0.13,0.04762129,0,0.456899,0,2216.019,148.9444,0.2969594,0,79.73332,106.8544,4.271035,446.583129435791,444.630577847938,41.7149941780299,59.5993838316311,57.09446,5.361052,85,85,3.694715,0.3470313
0.14,S,0.14,0.0513914,0,0.4507903,0,2218.927,148.8518,0.3412093,0,79.71281,106.8544,4.274266,447.499814087198,445.543792209045,41.7948900233039,63.9934798275872,61.5499,5.779001,85,85,4.287937,0.4027316
0.15,S,0.15,0.05518045,0,0.4451988,0,2221.836,148.7592,0.3884904,0,79.69229,106.8544,4.277496,448.417485799866,446.457989819953,41.874871904276,68.4070973233468,66.01448,6.19775,85,85,4.925759,0.4626153
0.16,S,0.16,0.05898635,0,0.4400523,0,2224.746,148.6664,0.4387862,0,79.67178,106.8544,4.280727,449.336152263598,447.373178341566,41.9549404912117,72.8383921662656,70.48821,6.6173,85,85,5.608272,0.5266906
0.17,S,0.17,0.06280753,0,0.435292,0,2227.563,148.5734,0.4920836,0,79.65126,106.8544,4.283957,450.23578338131,448.269403510568,42.0333500123563,77.2857466960645,74.97091,7.037633,85,85,6.335567,0.5949653
0.18,S,0.18,0.06664257,0,0.4308696,0,2230.381,148.4804,0.5483682,0,79.63074,106.8544,4.287188,451.136345457345,449.166556042597,42.1118406798102,81.748028088095,79.46258,7.458751,85,85,7.107735,0.6674472
0.19,S,0.19,0.07049052,0,0.4267447,0,2233.199,148.3872,0.6076311,0,79.61024,106.8544,4.290419,452.037950300879,450.064747323702,42.1904222386132,86.2243419252078,83.96323,7.880655,85,85,7.924864,0.7441443
0.2,S,0.2,0.0743506,0,0.4228834,0,2236.018,148.2939,0.6698645,0,79.58972,106.8544,4.293649,452.940550871054,450.963930491304,42.2690905888447,90.7139588724791,88.47286,8.303346,85,85,8.787045,0.8250643
0.21,S,0.21,0.07822217,0,0.4192571,0,2238.837,148.2005,0.7350616,0,79.56921,106.8544,4.29688,453.844152720441,451.864111077134,42.3478462144925,95.2163128507638,92.9915,8.726824,85,85,9.694366,0.9102151
0.22,S,0.22,0.08210477,0,0.4158413,0,2241.657,148.107,0.8032177,0,79.54869,106.8544,4.30011,454.74870799282,452.765241406353,42.4266849445726,99.7309138327814,97.51915,9.151091,85,85,10.64692,0.9996047
0.23,S,0.23,0.08599795,0,0.4126149,0,2244.477,148.0133,0.8743287,0,79.52818,106.8544,4.303341,455.654224192634,453.667328955325,42.5056074316283,104.2573447263,102.0558,9.576147,85,85,11.64479,1.093241
0.24,S,0.24,0.0899014,0,0.4095601,0,2247.297,147.9196,0.9483921,0,79.50767,106.8544,4.306571,456.560655844104,454.570328447636,42.5846094241382,108.795312527618,106.6015,10.00199,85,85,12.68808,1.191132
0.25,S,0.25,0.09381481,0,0.4066609,0,2250.118,147.8257,1.025406,0,79.48715,106.8544,4.309802,457.468155188744,455.474391494279,42.6637047700813,113.344482082938,111.1562,10.42863,85,85,13.77687,1.293285
0.26,S,0.26,0.09773792,0,0.4039036,0,2252.939,147.7317,1.105368,0,79.46664,106.8544,4.313033,458.37667962562,456.379475682912,42.7428894671194,117.90470550012,115.72,10.85606,85,85,14.91125,1.399708
0.27,S,0.27,0.1016706,0,0.401365,0,2255.761,147.6375,1.188544,0,79.44612,106.8544,4.316263,459.286130026388,457.28548228805,42.8221545838283,122.475773426271,120.2929,11.28428,85,85,16.09131,1.51041
0.28,S,0.28,0.1056127,0,0.3998399,0,2258.583,147.5433,1.277568,0,79.42561,106.8544,4.319494,460.195922532929,458.191829608254,42.9014498143584,127.057407849634,124.8748,11.71329,85,85,17.31715,1.625398
0.29,S,0.29,0.109564,0,0.39838,0,2261.406,147.4489,1.369868,0,79.4051,106.8544,4.322724,461.106680282399,459.099138448409,42.9808291798028,131.649552901215,129.4658,12.1431,85,85,18.58886,1.74468
0.3,S,0.3,0.1135243,5.277577,0.3969803,0,2264.229,147.3545,1.465454,0,79.38458,106.8544,4.325955,462.018391458638,460.0074,43.06026,136.252071754867,134.0659,12.5737,85,84.64204,19.92951,1.868264
0.31,S,0.31,0.1174937,5.112396,0.477396,0.8301721,2267.053,147.2599,1.887607,3.508418,79.36407,106.8544,4.329185,462.861167752224,460.9135,42.41705,140.863479920176,138.675,12.99787,84.99954,84.64536,21.31626,1.996122
0.32,S,0.32,0.1214707,4.956348,0.4720533,0.8044523,2269.779,147.1651,1.994876,3.626301,79.34355,106.8544,4.332416,463.752314055896,461.8033,42.47259,145.48484111958,143.293,13.4226,84.99817,84.64858,22.74919,2.128224
0.33,S,0.33,0.1254565,4.808533,0.4673939,0.7801113,2272.506,147.0703,2.106821,3.743863,79.32304,106.8544,4.335646,464.644100047247,462.693,42.53619,150.116074597531,147.9199,13.84796,84.99583,84.65168,24.22839,2.264577
0.3399999,S,0.3399999,0.1294507,4.66816,0.4631085,0.7570366,2275.233,146.9753,2.222422,3.861067,79.30253,106.8544,4.338877,465.536751398064,463.5828,42.60815,154.757112269594,152.5557,14.27404,84.99253,84.65462,25.75395,2.405187
0.3499999,S,0.3499999,0.1334535,4.534521,0.4591544,0.7351079,2277.96,146.8803,2.341687,3.977769,79.28201,106.8544,4.342107,466.430096792798,464.4725,42.68878,159.407895075083,157.2004,14.70093,84.98822,84.6574,27.32595,2.550061
0.3599999,S,0.3599999,0.1374648,4.406981,0.4554944,0.7142174,2280.688,146.7851,2.464623,4.093812,79.2615,106.8544,4.345338,467.324565611467,465.3625,42.77842,164.068369747329,161.854,15.12871,84.98288,84.66,28.94449,2.69921
0.3699999,S,0.3699999,0.1414845,4.284985,0.4520963,0.694268,2283.416,146.6898,2.591236,4.209027,79.24098,106.8544,4.348568,468.219688790374,466.2523,42.87738,168.738492402778,166.5165,15.55748,84.97649,84.6624,30.60966,2.852641
0.3799999,S,0.3799999,0.1455126,4.168021,0.4489326,0.6751749,2286.145,146.5944,2.721533,4.323245,79.22047,106.8544,4.351799,469.115890401567,467.1423,42.98593,173.418224789316,171.1879,15.98734,84.96902,84.66459,32.32154,3.010365
0.3899999,S,0.3899999,0.149549,4.055627,0.4459789,0.6568597,2288.874,146.4988,2.855519,4.436274,79.19996,106.8544,4.35503,470.012902667695,468.0322,43.10439,178.107531927704,175.8682,16.41838,84.96043,84.66655,34.08022,3.172393
0.3999999,S,0.3999999,0.1535937,3.947396,0.443214,0.6392515,2291.604,146.4032,2.993201,4.547915,79.17944,106.8544,4.35826,470.910759082451,468.922,43.2331,182.806385780211,180.5574,16.85071,84.95073,84.66825,35.88579,3.338739
0.4099999,S,0.4099999,0.1576467,3.842948,0.4406192,0.6222874,2294.334,146.3074,3.134584,4.657959,79.15893,106.8544,4.361491,471.809588884926,469.8118,43.37235,187.514761059147,185.2555,17.28443,84.93987,84.66971,37.73835,3.509414
0.4199999,S,0.4199999,0.1617081,3.741945,0.4381783,0.6059093,2297.064,146.2115,3.279674,4.766184,79.13841,106.8544,4.364721,472.709326644981,470.7015,43.52247,192.232637038015,189.9625,17.71965,84.92783,84.67088,39.63797,3.684435
0.4299999,S,0.4299999,0.1657777,3.644082,0.4358769,0.5900648,2299.795,146.1156,3.428482,4.872362,79.1179,106.8544,4.367952,473.609904135315,471.591,43.68375,196.959996974245,194.6784,18.15649,84.9146,84.67178,41.58475,3.863816
0.4399998,S,0.4399998,0.1698555,3.549075,0.4337023,0.574707,2302.526,146.0194,3.58101,4.976252,79.09739,106.8544,4.371182,474.511353632429,472.4803,43.85648,201.696824013886,199.4032,18.59505,84.90016,84.67237,43.57879,4.047573
0.4499998,S,0.4499998,0.1739416,3.456667,0.4316432,0.5597919,2305.258,145.9232,3.737267,5.0776,79.07687,106.8544,4.374413,475.413708398551,473.3694,44.04095,206.443107577514,204.1369,19.03546,84.88448,84.67266,45.62016,4.235725
0.4599998,S,0.4599998,0.1780359,3.366621,0.4296897,0.5452799,2307.99,145.8269,3.897262,5.176145,79.05636,106.8544,4.377644,476.317003671023,474.2583,44.23746,211.198837029688,208.8795,19.47783,84.86754,84.67262,47.70895,4.428292
0.4699998,S,0.4699998,0.1821385,3.278726,0.4278329,0.5311341,2310.619,145.7304,4.061003,5.271592,79.03584,106.8544,4.380874,477.198285345456,475.1241,44.44427,215.963705363712,213.6307,19.92227,84.84932,84.67226,49.84526,4.625292
0.4799998,S,0.4799998,0.186249,3.192786,0.4260649,0.5173218,2313.249,145.6339,4.228486,5.363667,79.01533,106.8544,4.384104,478.080481919518,475.9896,44.66372,220.737806929046,218.3906,20.36891,84.82982,84.67154,52.02917,4.826748
0.4899998,S,0.4899998,0.1903676,3.108621,0.4243788,0.5038127,2315.879,145.5372,4.399725,5.452073,78.99482,106.8544,4.387335,478.963527022353,476.8547,44.89605,225.521037412897,223.1591,20.81787,84.80901,84.67046,54.26076,5.032682
0.4999998,S,0.4999998,0.1944941,3.02606,0.4227684,0.490579,2318.509,145.4404,4.574727,5.536512,78.9743,106.8544,4.390565,479.84745697385,477.7194,45.14152,230.313495242249,227.9363,21.26929,84.78687,84.66903,56.54012,5.243118
0.5099998,S,0.5099998,0.1986287,2.944955,0.4212279,0.4775936,2321.14,145.3435,4.753507,5.616655,78.95379,106.8544,4.393796,480.732113144552,478.5835,45.40042,235.115079591836,232.7221,21.7233,84.7634,84.66721,58.86734,5.458081
0.5199998,S,0.5199998,0.2027712,2.865155,0.4197525,0.4648342,2323.771,145.2465,4.93607,5.69219,78.93327,106.8544,4.397027,481.617830420937,479.4473,45.67298,239.925889446033,237.5166,22.18003,84.73858,84.66502,61.24251,5.677598
0.5299998,S,0.5299998,0.2069218,2.786546,0.4183376,0.4522769,2326.403,145.1494,5.122436,5.762759,78.91276,106.8544,4.400257,482.504255844029,480.3104,45.95951,244.745829191139,242.3197,22.63963,84.7124,84.66242,63.66571,5.901696
0.5399998,S,0.5399998,0.2110803,2.708997,0.4169796,0.439904,2329.035,145.0521,5.312617,5.828044,78.89224,106.8544,4.403488,483.391718631621,481.1731,46.26015,249.574900870989,247.1314,23.10223,84.68486,84.65942,66.13702,6.130405
